"","ID","Year","YoD","YoB","Calved","Age"
"2738","G58",2013,NA,1996,0,17
"2741","G58",2015,NA,1996,0,19
"2742","G58",2008,NA,1996,0,12
"2743","G58",2017,NA,1996,1,21
"2747","G62",2013,NA,1999,0,14
"2752","G62",2012,NA,1999,0,13
"2757","G62",2017,NA,1999,1,18
"2758","G62",2015,NA,1999,0,16
"2762","G62",2011,NA,1999,0,12
"2763","G62",2010,NA,1999,0,11
"2770","G62",2009,NA,1999,0,10
"2772","G62",2008,NA,1999,0,9
"2775","G62",2007,NA,1999,0,8
"2777","G62",2014,NA,1999,0,15
"2794","G63",2015,NA,1999,1,16
"2795","G63",2012,NA,1999,0,13
"2797","G63",2013,NA,1999,0,14
"2799","G63",2007,NA,1999,0,8
"2802","G63",2017,NA,1999,0,18
"2814","G63",2010,NA,1999,1,11
"2816","G63",2008,NA,1999,0,9
"2823","G64",2014,NA,2000,0,14
"2824","G64",2015,NA,2000,0,15
"2830","G64",2016,NA,2000,0,16
"2837","G64",2010,NA,2000,0,10
"2841","G64",2008,NA,2000,0,8
"2843","G64",2017,NA,2000,0,17
"2849","G64",2012,NA,2000,1,12
"2851","G64",2009,NA,2000,0,9
"2862","G65",2016,NA,2001,0,15
"2872","G65",2011,NA,2001,0,10
"2875","G65",2015,NA,2001,0,14
"2877","G65",2012,NA,2001,0,11
"2878","G65",2017,NA,2001,0,16
"2879","G65",2014,NA,2001,0,13
"2881","G65",2009,NA,2001,0,8
"2883","G65",2013,NA,2001,0,12
"2893","G65",2010,NA,2001,0,9
"2906","G69",2017,NA,2001,0,16
"2907","G69",2016,NA,2001,0,15
"2912","G69",2010,NA,2001,0,9
"2917","G69",2009,NA,2001,0,8
"2920","G69",2014,NA,2001,1,13
"2927","G69",2011,NA,2001,0,10
"2928","G69",2012,NA,2001,0,11
"2941","G82",2016,NA,2007,0,9
"2947","G82",2017,NA,2007,0,10
"2972","G82",2015,NA,2007,0,8
"3012","H03",1986,2000,1960,1,26
"3013","H03",1989,2000,1960,0,29
"3014","H03",1988,2000,1960,0,28
"3015","H03",1994,2000,1960,1,34
"3016","H03",1991,2000,1960,0,31
"3017","H03",1996,2000,1960,0,36
"3019","H03",1998,2000,1960,0,38
"3021","H03",1983,2000,1960,0,23
"3023","H03",1990,2000,1960,0,30
"3024","H03",1984,2000,1960,0,24
"3026","H03",1992,2000,1960,0,32
"3027","H03",1981,2000,1960,1,21
"3029","H03",1999,2000,1960,0,39
"3030","H03",1997,2000,1960,0,37
"3031","H05",1994,NA,1973,0,21
"3035","H05",1986,NA,1973,0,13
"3036","H05",2017,NA,1973,0,44
"3037","H05",2002,NA,1973,0,29
"3038","H05",2006,NA,1973,0,33
"3039","H05",2007,NA,1973,0,34
"3040","H05",1997,NA,1973,0,24
"3041","H05",2010,NA,1973,0,37
"3042","H05",1993,NA,1973,0,20
"3043","H05",1992,NA,1973,0,19
"3044","H05",1998,NA,1973,0,25
"3045","H05",2008,NA,1973,0,35
"3046","H05",2011,NA,1973,0,38
"3047","H05",1991,NA,1973,0,18
"3048","H05",2012,NA,1973,0,39
"3049","H05",1984,NA,1973,0,11
"3050","H05",1981,NA,1973,0,8
"3051","H05",2009,NA,1973,0,36
"3052","H05",1990,NA,1973,0,17
"3055","H05",1985,NA,1973,0,12
"3056","H05",2004,NA,1973,1,31
"3057","H05",1982,NA,1973,0,9
"3058","H05",2013,NA,1973,0,40
"3059","H05",1995,NA,1973,0,22
"3061","H05",2000,NA,1973,1,27
"3062","H05",2015,NA,1973,0,42
"3063","H05",1996,NA,1973,0,23
"3064","H05",1983,NA,1973,0,10
"3065","H05",2016,NA,1973,0,43
"3067","H05",2014,NA,1973,0,41
"3068","H05",1988,NA,1973,1,15
"3069","H06",1995,2000,1943,0,52
"3070","H06",1994,2000,1943,0,51
"3071","H06",1988,2000,1943,0,45
"3072","H06",1983,2000,1943,0,40
"3073","H06",1987,2000,1943,0,44
"3074","H06",1998,2000,1943,0,55
"3075","H06",1980,2000,1943,0,37
"3076","H06",1981,2000,1943,0,38
"3077","H06",1990,2000,1943,0,47
"3078","H06",1997,2000,1943,0,54
"3079","H06",1986,2000,1943,0,43
"3080","H06",1989,2000,1943,0,46
"3081","H06",1992,2000,1943,0,49
"3082","H06",1985,2000,1943,0,42
"3083","H06",1982,2000,1943,0,39
"3084","H06",1999,2000,1943,0,56
"3085","H06",1993,2000,1943,0,50
"3086","H06",1991,2000,1943,0,48
"3087","H06",1984,2000,1943,0,41
"3088","H06",1996,2000,1943,0,53
"3090","H08",1994,2009,1986,0,8
"3091","H08",2003,2009,1986,0,17
"3094","H08",1998,2009,1986,0,12
"3097","H08",1995,2009,1986,0,9
"3098","H08",1999,2009,1986,0,13
"3101","H08",2002,2009,1986,0,16
"3102","H08",2007,2009,1986,0,21
"3104","H08",2008,2009,1986,0,22
"3105","H08",2000,2009,1986,0,14
"3106","H08",2005,2009,1986,1,19
"3107","H08",1996,2009,1986,0,10
"3109","H08",1997,2009,1986,0,11
"3112","H08",2001,2009,1986,0,15
"3120","H09",2014,NA,1988,0,26
"3124","H09",2012,NA,1988,1,24
"3126","H09",2006,NA,1988,0,18
"3127","H09",2016,NA,1988,0,28
"3128","H09",2004,NA,1988,0,16
"3129","H09",1999,NA,1988,0,11
"3135","H09",2008,NA,1988,1,20
"3136","H09",1997,NA,1988,0,9
"3138","H09",2015,NA,1988,0,27
"3140","H09",2000,NA,1988,0,12
"3141","H09",2017,NA,1988,0,29
"3142","H09",2002,NA,1988,1,14
"3149","H09",1998,NA,1988,0,10
"3151","H09",2010,NA,1988,0,22
"3152","H09",2005,NA,1988,0,17
"3153","H09",1996,NA,1988,0,8
"3157","H12",2016,NA,2002,0,14
"3158","H12",2013,NA,2002,1,11
"3162","H12",2017,NA,2002,0,15
"3168","H12",2011,NA,2002,0,9
"3182","H12",2015,NA,2002,0,13
"3190","H12",2010,NA,2002,0,8
"3194","I01",1985,1997,1953,0,32
"3195","I01",1988,1997,1953,0,35
"3196","I01",1991,1997,1953,0,38
"3197","I01",1986,1997,1953,0,33
"3198","I01",1995,1997,1953,0,42
"3199","I01",1993,1997,1953,0,40
"3201","I01",1994,1997,1953,0,41
"3202","I01",1984,1997,1953,0,31
"3203","I01",1990,1997,1953,0,37
"3204","I01",1980,1997,1953,1,27
"3205","I01",1989,1997,1953,0,36
"3206","I01",1996,1997,1953,0,43
"3207","I01",1992,1997,1953,0,39
"3208","I01",1987,1997,1953,0,34
"3209","I01",1983,1997,1953,0,30
"3210","I01",1982,1997,1953,0,29
"3211","I02",1984,1994,1929,0,55
"3212","I02",1981,1994,1929,0,52
"3213","I02",1982,1994,1929,0,53
"3214","I02",1991,1994,1929,0,62
"3215","I02",1990,1994,1929,0,61
"3216","I02",1985,1994,1929,0,56
"3217","I02",1988,1994,1929,0,59
"3218","I02",1983,1994,1929,0,54
"3219","I02",1993,1994,1929,0,64
"3220","I02",1980,1994,1929,0,51
"3221","I02",1986,1994,1929,0,57
"3222","I02",1989,1994,1929,0,60
"3223","I02",1992,1994,1929,0,63
"3224","I02",1987,1994,1929,0,58
"3225","I04",2013,NA,1980,0,33
"3226","I04",1993,NA,1980,0,13
"3227","I04",2009,NA,1980,0,29
"3228","I04",2015,NA,1980,0,35
"3230","I04",2011,NA,1980,0,31
"3233","I04",2007,NA,1980,0,27
"3234","I04",2006,NA,1980,0,26
"3235","I04",1997,NA,1980,1,17
"3236","I04",1989,NA,1980,0,9
"3237","I04",1990,NA,1980,0,10
"3240","I04",2012,NA,1980,0,32
"3242","I04",2008,NA,1980,0,28
"3243","I04",2017,NA,1980,0,37
"3244","I04",2000,NA,1980,0,20
"3248","I04",2010,NA,1980,0,30
"3249","I04",2005,NA,1980,0,25
"3250","I04",2003,NA,1980,1,23
"3252","I04",2014,NA,1980,0,34
"3253","I04",1992,NA,1980,0,12
"3256","I04",1995,NA,1980,0,15
"3257","I04",1994,NA,1980,0,14
"3258","I04",2001,NA,1980,0,21
"3259","I04",2016,NA,1980,0,36
"3260","I04",1991,NA,1980,0,11
"3261","I04",1988,NA,1980,0,8
"3262","I04",1999,NA,1980,0,19
"3264","I07",1980,1993,1969,0,11
"3265","I07",1990,1993,1969,0,21
"3266","I07",1983,1993,1969,1,14
"3267","I07",1988,1993,1969,1,19
"3268","I07",1985,1993,1969,0,16
"3269","I07",1981,1993,1969,0,12
"3270","I07",1992,1993,1969,0,23
"3272","I07",1986,1993,1969,0,17
"3274","I07",1991,1993,1969,0,22
"3285","I100",2017,NA,2003,0,14
"3289","I100",2011,NA,2003,0,8
"3290","I100",2013,NA,2003,0,10
"3297","I100",2015,NA,2003,1,12
"3307","I100",2012,NA,2003,0,9
"3318","I104",2017,NA,2002,0,15
"3319","I104",2016,NA,2002,0,14
"3323","I104",2012,NA,2002,0,10
"3326","I104",2014,NA,2002,1,12
"3334","I104",2011,NA,2002,0,9
"3349","I104",2010,NA,2002,0,8
"3352","I11",2005,2013,1955,0,50
"3353","I11",1987,2013,1955,0,32
"3354","I11",2008,2013,1955,0,53
"3356","I11",1988,2013,1955,0,33
"3357","I11",2004,2013,1955,0,49
"3358","I11",1993,2013,1955,0,38
"3359","I11",1986,2013,1955,0,31
"3361","I11",1997,2013,1955,0,42
"3362","I11",1995,2013,1955,0,40
"3363","I11",1985,2013,1955,0,30
"3364","I11",2010,2013,1955,0,55
"3365","I11",1992,2013,1955,0,37
"3366","I11",2000,2013,1955,0,45
"3369","I11",2001,2013,1955,0,46
"3370","I11",1981,2013,1955,0,26
"3371","I11",1998,2013,1955,0,43
"3372","I11",2009,2013,1955,0,54
"3373","I11",1990,2013,1955,1,35
"3374","I11",1983,2013,1955,1,28
"3376","I11",2011,2013,1955,0,56
"3377","I11",1994,2013,1955,0,39
"3378","I11",1996,2013,1955,0,41
"3379","I11",2007,2013,1955,0,52
"3380","I11",2002,2013,1955,0,47
"3381","I11",2006,2013,1955,0,51
"3382","I11",1999,2013,1955,0,44
"3383","I11",2003,2013,1955,0,48
"3384","I11",2012,2013,1955,0,57
"3385","I12",1983,NA,1971,0,12
"3386","I12",1990,NA,1971,0,19
"3387","I12",1994,NA,1971,0,23
"3388","I12",1995,NA,1971,0,24
"3389","I12",2016,NA,1971,0,45
"3390","I12",1997,NA,1971,1,26
"3391","I12",1987,NA,1971,0,16
"3392","I12",1999,NA,1971,0,28
"3395","I12",2008,NA,1971,0,37
"3396","I12",2017,NA,1971,0,46
"3397","I12",1985,NA,1971,1,14
"3398","I12",1982,NA,1971,0,11
"3401","I12",2014,NA,1971,0,43
"3402","I12",1991,NA,1971,0,20
"3404","I12",2009,NA,1971,0,38
"3406","I12",2002,NA,1971,0,31
"3407","I12",2012,NA,1971,1,41
"3408","I12",2010,NA,1971,0,39
"3409","I12",2001,NA,1971,0,30
"3410","I12",1988,NA,1971,0,17
"3411","I12",2000,NA,1971,0,29
"3412","I12",1992,NA,1971,0,21
"3413","I12",1989,NA,1971,0,18
"3414","I12",2007,NA,1971,0,36
"3415","I12",2006,NA,1971,0,35
"3417","I12",1981,NA,1971,0,10
"3419","I12",1993,NA,1971,0,22
"3420","I12",2015,NA,1971,0,44
"3421","I12",1980,NA,1971,0,9
"3422","I12",2004,NA,1971,1,33
"3423","I13",1993,NA,1974,0,19
"3424","I13",1997,NA,1974,0,23
"3426","I13",2007,NA,1974,0,33
"3427","I13",2017,NA,1974,0,43
"3428","I13",2009,NA,1974,0,35
"3429","I13",1986,NA,1974,0,12
"3431","I13",1985,NA,1974,0,11
"3432","I13",1998,NA,1974,0,24
"3433","I13",1999,NA,1974,0,25
"3436","I13",2013,NA,1974,0,39
"3437","I13",1990,NA,1974,0,16
"3438","I13",2008,NA,1974,0,34
"3439","I13",2002,NA,1974,0,28
"3440","I13",1987,NA,1974,0,13
"3441","I13",2005,NA,1974,1,31
"3442","I13",2016,NA,1974,0,42
"3443","I13",2011,NA,1974,1,37
"3445","I13",2001,NA,1974,0,27
"3446","I13",1995,NA,1974,1,21
"3447","I13",1984,NA,1974,0,10
"3450","I13",1992,NA,1974,0,18
"3451","I13",1991,NA,1974,0,17
"3452","I13",2015,NA,1974,0,41
"3453","I13",2000,NA,1974,0,26
"3454","I13",1988,NA,1974,0,14
"3456","I13",1989,NA,1974,0,15
"3457","I13",2014,NA,1974,0,40
"3458","I13",1982,NA,1974,0,8
"3459","I13",1983,NA,1974,0,9
"3460","I13",2003,NA,1974,0,29
"3461","I15",1988,2006,1953,0,35
"3462","I15",2000,2006,1953,0,47
"3463","I15",2004,2006,1953,0,51
"3464","I15",1998,2006,1953,0,45
"3465","I15",1995,2006,1953,0,42
"3466","I15",1985,2006,1953,1,32
"3467","I15",2002,2006,1953,0,49
"3469","I15",1987,2006,1953,0,34
"3470","I15",1982,2006,1953,0,29
"3472","I15",2003,2006,1953,0,50
"3474","I15",1983,2006,1953,0,30
"3475","I15",2001,2006,1953,0,48
"3476","I15",1980,2006,1953,1,27
"3477","I15",1999,2006,1953,0,46
"3478","I15",1990,2006,1953,1,37
"3480","I15",1993,2006,1953,0,40
"3481","I15",1996,2006,1953,0,43
"3483","I15",1994,2006,1953,0,41
"3484","I15",1997,2006,1953,0,44
"3485","I15",1992,2006,1953,0,39
"3486","I15",2005,2006,1953,0,52
"3487","I16",1990,NA,1969,0,21
"3488","I16",1988,NA,1969,0,19
"3490","I16",2012,NA,1969,0,43
"3493","I16",2006,NA,1969,1,37
"3494","I16",1998,NA,1969,1,29
"3495","I16",1996,NA,1969,0,27
"3496","I16",1981,NA,1969,0,12
"3502","I16",1993,NA,1969,1,24
"3503","I16",1991,NA,1969,0,22
"3505","I16",2009,NA,1969,1,40
"3507","I16",1995,NA,1969,0,26
"3510","I16",2016,NA,1969,1,47
"3511","I16",2002,NA,1969,1,33
"3512","I16",2000,NA,1969,0,31
"3514","I16",1983,NA,1969,1,14
"3515","I16",2004,NA,1969,0,35
"3516","I16",2011,NA,1969,0,42
"3517","I16",1980,NA,1969,0,11
"3518","I16",2013,NA,1969,0,44
"3519","I16",2014,NA,1969,0,45
"3522","I16",1989,NA,1969,0,20
"3523","I16",1986,NA,1969,1,17
"3583","I19",1986,2015,1969,1,17
"3586","I19",1989,2015,1969,0,20
"3587","I19",1993,2015,1969,1,24
"3588","I19",1988,2015,1969,0,19
"3590","I19",2012,2015,1969,0,43
"3591","I19",1980,2015,1969,0,11
"3592","I19",1983,2015,1969,1,14
"3593","I19",2014,2015,1969,0,45
"3594","I19",1999,2015,1969,1,30
"3595","I19",2007,2015,1969,0,38
"3596","I19",2001,2015,1969,0,32
"3597","I19",1996,2015,1969,0,27
"3598","I19",2003,2015,1969,0,34
"3599","I19",2013,2015,1969,0,44
"3600","I19",2010,2015,1969,1,41
"3601","I19",2002,2015,1969,0,33
"3604","I19",1995,2015,1969,0,26
"3606","I19",1991,2015,1969,0,22
"3609","I19",1998,2015,1969,0,29
"3610","I19",1997,2015,1969,0,28
"3612","I19",2000,2015,1969,0,31
"3613","I19",2005,2015,1969,1,36
"3614","I19",1990,2015,1969,0,21
"3615","I19",2008,2015,1969,0,39
"3616","I19",1981,2015,1969,0,12
"3619","I20",2013,NA,1964,0,49
"3621","I20",2014,NA,1964,0,50
"3623","I20",1991,NA,1964,1,27
"3625","I20",1983,NA,1964,0,19
"3626","I20",2016,NA,1964,0,52
"3627","I20",1988,NA,1964,0,24
"3628","I20",1989,NA,1964,0,25
"3629","I20",2000,NA,1964,0,36
"3632","I20",1994,NA,1964,0,30
"3633","I20",1982,NA,1964,0,18
"3634","I20",2003,NA,1964,1,39
"3635","I20",2011,NA,1964,0,47
"3636","I20",2006,NA,1964,0,42
"3637","I20",1986,NA,1964,1,22
"3639","I20",1984,NA,1964,0,20
"3641","I20",2012,NA,1964,0,48
"3642","I20",1995,NA,1964,0,31
"3643","I20",1993,NA,1964,0,29
"3644","I20",2005,NA,1964,0,41
"3645","I20",1981,NA,1964,0,17
"3646","I20",2015,NA,1964,0,51
"3647","I20",2010,NA,1964,0,46
"3648","I20",1997,NA,1964,1,33
"3649","I20",1999,NA,1964,0,35
"3650","I20",2008,NA,1964,0,44
"3652","I20",2017,NA,1964,0,53
"3653","I20",2001,NA,1964,0,37
"3654","I20",2009,NA,1964,0,45
"3655","I20",2007,NA,1964,0,43
"3656","I21",2004,NA,1979,0,25
"3657","I21",1989,NA,1979,0,10
"3658","I21",1991,NA,1979,0,12
"3659","I21",1999,NA,1979,0,20
"3660","I21",1996,NA,1979,1,17
"3661","I21",1994,NA,1979,0,15
"3664","I21",2008,NA,1979,0,29
"3667","I21",1993,NA,1979,0,14
"3668","I21",1990,NA,1979,0,11
"3671","I21",2003,NA,1979,0,24
"3672","I21",2014,NA,1979,1,35
"3675","I21",2010,NA,1979,1,31
"3676","I21",2006,NA,1979,1,27
"3677","I21",1987,NA,1979,0,8
"3680","I21",2017,NA,1979,0,38
"3681","I21",2012,NA,1979,0,33
"3682","I21",1992,NA,1979,0,13
"3687","I21",1998,NA,1979,0,19
"3688","I21",1988,NA,1979,0,9
"3690","I21",2001,NA,1979,1,22
"3693","I21",2016,NA,1979,0,37
"3695","I22",1996,NA,1966,0,30
"3696","I22",2014,NA,1966,0,48
"3697","I22",1998,NA,1966,0,32
"3698","I22",1984,NA,1966,0,18
"3699","I22",2002,NA,1966,0,36
"3700","I22",2012,NA,1966,0,46
"3701","I22",1997,NA,1966,0,31
"3702","I22",1985,NA,1966,0,19
"3703","I22",1987,NA,1966,1,21
"3704","I22",2003,NA,1966,0,37
"3705","I22",1983,NA,1966,0,17
"3706","I22",1990,NA,1966,0,24
"3707","I22",1995,NA,1966,0,29
"3708","I22",2011,NA,1966,0,45
"3709","I22",1993,NA,1966,0,27
"3712","I22",1991,NA,1966,0,25
"3713","I22",1992,NA,1966,0,26
"3714","I22",2016,NA,1966,0,50
"3715","I22",2000,NA,1966,0,34
"3716","I22",2004,NA,1966,0,38
"3717","I22",2001,NA,1966,0,35
"3718","I22",2007,NA,1966,1,41
"3719","I22",2009,NA,1966,0,43
"3720","I22",1999,NA,1966,0,33
"3721","I22",1982,NA,1966,0,16
"3722","I22",2015,NA,1966,0,49
"3723","I22",2013,NA,1966,0,47
"3724","I22",1994,NA,1966,0,28
"3725","I22",2010,NA,1966,0,44
"3727","I22",1989,NA,1966,0,23
"3728","I22",2017,NA,1966,0,51
"3730","I22",1980,NA,1966,1,14
"3731","I22",2005,NA,1966,0,39
"3732","I24",1998,NA,1980,0,18
"3733","I24",2017,NA,1980,0,37
"3734","I24",1997,NA,1980,0,17
"3735","I24",1993,NA,1980,0,13
"3736","I24",1994,NA,1980,0,14
"3737","I24",2012,NA,1980,0,32
"3738","I24",2011,NA,1980,0,31
"3739","I24",2009,NA,1980,0,29
"3742","I24",2002,NA,1980,1,22
"3745","I24",1989,NA,1980,0,9
"3747","I24",1996,NA,1980,0,16
"3750","I24",2013,NA,1980,0,33
"3754","I24",2007,NA,1980,1,27
"3755","I24",1992,NA,1980,0,12
"3756","I24",1991,NA,1980,0,11
"3757","I24",2014,NA,1980,0,34
"3758","I24",2004,NA,1980,0,24
"3759","I24",1995,NA,1980,0,15
"3760","I24",1988,NA,1980,0,8
"3762","I24",2015,NA,1980,0,35
"3763","I24",2010,NA,1980,0,30
"3764","I24",2016,NA,1980,0,36
"3766","I24",1999,NA,1980,0,19
"3767","I24",2000,NA,1980,0,20
"3768","I24",2005,NA,1980,0,25
"3769","I24",1990,NA,1980,0,10
"3771","I26",2009,NA,1975,0,34
"3772","I26",2011,NA,1975,0,36
"3773","I26",1989,NA,1975,0,14
"3775","I26",2010,NA,1975,0,35
"3776","I26",1999,NA,1975,0,24
"3780","I26",2000,NA,1975,0,25
"3781","I26",2012,NA,1975,0,37
"3784","I26",2003,NA,1975,0,28
"3785","I26",2001,NA,1975,0,26
"3788","I26",1996,NA,1975,1,21
"3789","I26",1998,NA,1975,0,23
"3790","I26",1983,NA,1975,0,8
"3791","I26",1984,NA,1975,0,9
"3792","I26",2017,NA,1975,0,42
"3793","I26",2006,NA,1975,1,31
"3794","I26",2004,NA,1975,0,29
"3795","I26",2008,NA,1975,0,33
"3796","I26",2014,NA,1975,1,39
"3797","I26",1985,NA,1975,0,10
"3798","I26",1994,NA,1975,0,19
"3799","I26",2002,NA,1975,0,27
"3800","I26",1990,NA,1975,0,15
"3802","I26",2016,NA,1975,0,41
"3803","I26",1987,NA,1975,1,12
"3804","I26",1992,NA,1975,1,17
"3808","I27",2006,NA,1974,0,32
"3809","I27",2007,NA,1974,0,33
"3810","I27",1999,NA,1974,0,25
"3811","I27",2008,NA,1974,0,34
"3812","I27",1997,NA,1974,1,23
"3813","I27",2012,NA,1974,0,38
"3814","I27",2002,NA,1974,0,28
"3815","I27",2009,NA,1974,0,35
"3816","I27",1990,NA,1974,1,16
"3817","I27",1986,NA,1974,0,12
"3818","I27",1993,NA,1974,0,19
"3819","I27",2010,NA,1974,0,36
"3821","I27",1994,NA,1974,0,20
"3822","I27",1984,NA,1974,0,10
"3826","I27",2011,NA,1974,0,37
"3828","I27",1995,NA,1974,0,21
"3829","I27",1982,NA,1974,0,8
"3830","I27",1988,NA,1974,0,14
"3831","I27",2000,NA,1974,0,26
"3832","I27",2001,NA,1974,0,27
"3833","I27",2013,NA,1974,0,39
"3834","I27",2016,NA,1974,1,42
"3839","I27",2014,NA,1974,0,40
"3840","I27",1987,NA,1974,0,13
"3841","I27",1985,NA,1974,0,11
"3842","I27",1992,NA,1974,0,18
"3843","I27",1983,NA,1974,0,9
"3844","I27",2004,NA,1974,1,30
"3861","I33",2016,NA,1971,0,45
"3863","I33",1994,NA,1971,0,23
"3864","I33",1997,NA,1971,1,26
"3865","I33",1980,NA,1971,0,9
"3867","I33",1991,NA,1971,0,20
"3868","I33",2003,NA,1971,0,32
"3869","I33",2017,NA,1971,0,46
"3870","I33",1981,NA,1971,0,10
"3874","I33",1992,NA,1971,0,21
"3875","I33",1985,NA,1971,1,14
"3876","I33",1990,NA,1971,0,19
"3877","I33",2006,NA,1971,1,35
"3879","I33",1999,NA,1971,0,28
"3880","I33",1995,NA,1971,0,24
"3881","I33",1982,NA,1971,0,11
"3882","I33",2012,NA,1971,0,41
"3883","I33",2001,NA,1971,1,30
"3884","I33",2009,NA,1971,0,38
"3885","I33",2014,NA,1971,0,43
"3886","I33",1983,NA,1971,0,12
"3887","I33",2004,NA,1971,0,33
"3890","I33",1993,NA,1971,0,22
"3891","I33",2008,NA,1971,0,37
"3893","I33",2013,NA,1971,0,42
"3895","I33",2015,NA,1971,0,44
"3896","I33",1988,NA,1971,1,17
"3897","I33",2011,NA,1971,0,40
"3898","I33",2010,NA,1971,0,39
"3904","I35",2007,NA,1974,1,33
"3905","I35",2017,NA,1974,0,43
"3907","I35",1991,NA,1974,1,17
"3909","I35",2010,NA,1974,0,36
"3910","I35",2004,NA,1974,0,30
"3911","I35",2012,NA,1974,1,38
"3914","I35",2009,NA,1974,0,35
"3915","I35",1984,NA,1974,0,10
"3916","I35",2000,NA,1974,0,26
"3918","I35",2002,NA,1974,1,28
"3921","I35",1994,NA,1974,1,20
"3923","I35",1986,NA,1974,0,12
"3924","I35",2016,NA,1974,0,42
"3925","I35",2015,NA,1974,0,41
"3926","I35",1982,NA,1974,0,8
"3927","I35",1988,NA,1974,1,14
"3928","I35",2014,NA,1974,0,40
"3930","I35",2005,NA,1974,0,31
"3931","I35",1985,NA,1974,0,11
"3932","I35",1998,NA,1974,1,24
"3933","I35",1983,NA,1974,0,9
"3935","I35",1996,NA,1974,0,22
"3937","I36",2001,2002,1980,0,21
"3938","I36",2000,2002,1980,0,20
"3941","I36",1997,2002,1980,1,17
"3944","I36",1992,2002,1980,0,12
"3945","I36",1993,2002,1980,0,13
"3947","I36",1988,2002,1980,0,8
"3948","I36",1989,2002,1980,0,9
"3949","I36",1999,2002,1980,0,19
"3950","I36",1995,2002,1980,0,15
"3954","I36",1991,2002,1980,0,11
"3955","I36",1990,2002,1980,0,10
"3956","I36",1994,2002,1980,0,14
"3960","I38",1988,2000,1979.5,0,8.5
"3961","I38",1998,2000,1979.5,0,18.5
"3963","I38",1989,2000,1979.5,0,9.5
"3966","I38",1991,2000,1979.5,0,11.5
"3967","I38",1994,2000,1979.5,0,14.5
"3968","I38",1990,2000,1979.5,0,10.5
"3969","I38",1999,2000,1979.5,0,19.5
"3970","I38",1995,2000,1979.5,0,15.5
"3972","I38",1993,2000,1979.5,0,13.5
"3974","I38",1992,2000,1979.5,0,12.5
"3975","I38",1996,2000,1979.5,0,16.5
"3977","I38",1997,2000,1979.5,0,17.5
"3979","I40",2003,NA,1980,0,23
"3982","I40",2002,NA,1980,0,22
"3983","I40",2014,NA,1980,0,34
"3984","I40",1999,NA,1980,1,19
"3985","I40",2008,NA,1980,0,28
"3986","I40",1998,NA,1980,0,18
"3987","I40",1994,NA,1980,1,14
"3988","I40",1997,NA,1980,0,17
"3989","I40",2017,NA,1980,1,37
"3990","I40",2013,NA,1980,0,33
"3992","I40",2015,NA,1980,0,35
"3998","I40",1989,NA,1980,0,9
"3999","I40",2000,NA,1980,0,20
"4000","I40",1991,NA,1980,1,11
"4007","I40",2012,NA,1980,0,32
"4010","I40",1996,NA,1980,0,16
"4011","I40",2001,NA,1980,0,21
"4012","I40",1988,NA,1980,0,8
"4013","I40",2005,NA,1980,1,25
"4015","I40",2010,NA,1980,1,30
"4016","I40",2007,NA,1980,0,27
"4022","I50",2008,NA,1982.5,0,25.5
"4025","I50",1992,NA,1982.5,0,9.5
"4026","I50",1999,NA,1982.5,0,16.5
"4029","I50",1993,NA,1982.5,0,10.5
"4030","I50",2006,NA,1982.5,0,23.5
"4032","I50",1994,NA,1982.5,0,11.5
"4035","I50",1998,NA,1982.5,0,15.5
"4036","I50",2014,NA,1982.5,1,31.5
"4037","I50",2005,NA,1982.5,0,22.5
"4038","I50",1996,NA,1982.5,1,13.5
"4041","I50",1991,NA,1982.5,0,8.5
"4043","I50",2000,NA,1982.5,0,17.5
"4046","I50",2012,NA,1982.5,0,29.5
"4048","I50",2003,NA,1982.5,1,20.5
"4049","I50",2001,NA,1982.5,0,18.5
"4050","I50",2017,NA,1982.5,0,34.5
"4052","I50",2010,NA,1982.5,1,27.5
"4053","I50",2016,NA,1982.5,0,33.5
"4054","I50",2007,NA,1982.5,0,24.5
"4055","I51",2014,NA,1986,1,28
"4057","I51",2016,NA,1986,0,30
"4063","I51",2011,NA,1986,0,25
"4064","I51",2004,NA,1986,1,18
"4065","I51",1998,NA,1986,0,12
"4066","I51",1996,NA,1986,0,10
"4068","I51",2006,NA,1986,0,20
"4070","I51",2000,NA,1986,0,14
"4071","I51",2001,NA,1986,0,15
"4072","I51",2017,NA,1986,0,31
"4076","I51",2002,NA,1986,0,16
"4077","I51",2007,NA,1986,0,21
"4078","I51",2009,NA,1986,1,23
"4080","I51",1997,NA,1986,0,11
"4084","I51",1999,NA,1986,0,13
"4085","I51",1995,NA,1986,0,9
"4090","I51",1994,NA,1986,0,8
"4091","I51",2012,NA,1986,0,26
"4095","I54",1995,NA,1983,0,12
"4097","I54",2000,NA,1983,0,17
"4100","I54",2013,NA,1983,1,30
"4103","I54",2004,NA,1983,0,21
"4105","I54",2009,NA,1983,0,26
"4107","I54",2002,NA,1983,1,19
"4113","I54",2017,NA,1983,0,34
"4114","I54",2006,NA,1983,1,23
"4115","I54",1993,NA,1983,1,10
"4117","I54",1999,NA,1983,0,16
"4119","I54",2016,NA,1983,0,33
"4120","I54",1997,NA,1983,1,14
"4123","I54",2015,NA,1983,0,32
"4124","I54",2010,NA,1983,0,27
"4125","I54",2011,NA,1983,0,28
"4126","I54",1991,NA,1983,0,8
"4127","I54",2008,NA,1983,0,25
"4131","I57",2004,NA,1989,0,15
