Year,Indicator,Value
2013,PRDHerringR_Med,82.70945
2014,PRDHerringR_Med,430.393
2015,PRDHerringR_Med,198.1255
2016,PRDHerringR_Med,102.917
2017,PRDHerringR_Med,325.992
2018,PRDHerringR_Med,661.917
2019,PRDHerringR_Med,73.97525
2020,PRDHerringR_Med,139.2415
1951,PRDHerringR_LowerCI,225.4904
1952,PRDHerringR_LowerCI,160.1462
1953,PRDHerringR_LowerCI,341.16245
1954,PRDHerringR_LowerCI,80.149485
1955,PRDHerringR_LowerCI,191.36425
1956,PRDHerringR_LowerCI,100.01038
1957,PRDHerringR_LowerCI,164.2125
1958,PRDHerringR_LowerCI,350.9598
1959,PRDHerringR_LowerCI,102.1584
1960,PRDHerringR_LowerCI,755.24515
1961,PRDHerringR_LowerCI,400.5647
1962,PRDHerringR_LowerCI,186.1876
1963,PRDHerringR_LowerCI,592.79745
1964,PRDHerringR_LowerCI,129.9944
1965,PRDHerringR_LowerCI,57.38227
1966,PRDHerringR_LowerCI,29.529575
1967,PRDHerringR_LowerCI,66.760835
1968,PRDHerringR_LowerCI,46.962745
1969,PRDHerringR_LowerCI,101.13375
1970,PRDHerringR_LowerCI,108.83825
1971,PRDHerringR_LowerCI,41.290665
1972,PRDHerringR_LowerCI,105.5927
1973,PRDHerringR_LowerCI,110.21505
1974,PRDHerringR_LowerCI,77.64778
1975,PRDHerringR_LowerCI,39.565045
1976,PRDHerringR_LowerCI,56.834
1977,PRDHerringR_LowerCI,27.91116
1978,PRDHerringR_LowerCI,26.179355
1979,PRDHerringR_LowerCI,144.5221
1980,PRDHerringR_LowerCI,66.555555
1981,PRDHerringR_LowerCI,71.605145
1982,PRDHerringR_LowerCI,112.26885
1983,PRDHerringR_LowerCI,305.49485
1984,PRDHerringR_LowerCI,114.3434
1985,PRDHerringR_LowerCI,96.255145
1986,PRDHerringR_LowerCI,258.80795
1987,PRDHerringR_LowerCI,211.5044
1988,PRDHerringR_LowerCI,142.45685
1989,PRDHerringR_LowerCI,71.936165
1990,PRDHerringR_LowerCI,306.4913
1991,PRDHerringR_LowerCI,263.09825
1992,PRDHerringR_LowerCI,109.8987
1993,PRDHerringR_LowerCI,48.598645
1994,PRDHerringR_LowerCI,83.963395
1995,PRDHerringR_LowerCI,280.825
1996,PRDHerringR_LowerCI,125.9921
1997,PRDHerringR_LowerCI,190.99275
1998,PRDHerringR_LowerCI,60.574585
1999,PRDHerringR_LowerCI,134.34895
2000,PRDHerringR_LowerCI,208.48405
2001,PRDHerringR_LowerCI,131.2633
2002,PRDHerringR_LowerCI,374.69425
2003,PRDHerringR_LowerCI,60.693305
2004,PRDHerringR_LowerCI,115.3983
2005,PRDHerringR_LowerCI,101.00215
2006,PRDHerringR_LowerCI,277.6937
2007,PRDHerringR_LowerCI,108.6849
2008,PRDHerringR_LowerCI,105.5811
2009,PRDHerringR_LowerCI,169.27085
2010,PRDHerringR_LowerCI,207.2281
2011,PRDHerringR_LowerCI,110.7979
2012,PRDHerringR_LowerCI,165.92175
2013,PRDHerringR_LowerCI,57.215995
2014,PRDHerringR_LowerCI,302.24545
2015,PRDHerringR_LowerCI,136.71735
2016,PRDHerringR_LowerCI,65.178875
2017,PRDHerringR_LowerCI,219.3617
2018,PRDHerringR_LowerCI,440.5419
2019,PRDHerringR_LowerCI,31.978785
2020,PRDHerringR_LowerCI,47.80224
1951,PRDHerringR_UpperCI,692.979
1952,PRDHerringR_UpperCI,467.7089
1953,PRDHerringR_UpperCI,786.26925
1954,PRDHerringR_UpperCI,202.23835
1955,PRDHerringR_UpperCI,411.42645
1956,PRDHerringR_UpperCI,233.6644
1957,PRDHerringR_UpperCI,373.25395
1958,PRDHerringR_UpperCI,747.82335
1959,PRDHerringR_UpperCI,246.14425
1960,PRDHerringR_UpperCI,1544.943
1961,PRDHerringR_UpperCI,920.9018
1962,PRDHerringR_UpperCI,475.65775
1963,PRDHerringR_UpperCI,1566.4955
1964,PRDHerringR_UpperCI,401.93265
1965,PRDHerringR_UpperCI,212.0793
1966,PRDHerringR_UpperCI,170.29175
1967,PRDHerringR_UpperCI,269.53225
1968,PRDHerringR_UpperCI,176.99725
1969,PRDHerringR_UpperCI,294.5548
1970,PRDHerringR_UpperCI,304.8818
1971,PRDHerringR_UpperCI,121.65115
1972,PRDHerringR_UpperCI,312.09505
1973,PRDHerringR_UpperCI,303.54195
1974,PRDHerringR_UpperCI,196.0486
1975,PRDHerringR_UpperCI,94.979715
1976,PRDHerringR_UpperCI,133.2134
1977,PRDHerringR_UpperCI,75.41454
1978,PRDHerringR_UpperCI,74.658545
1979,PRDHerringR_UpperCI,392.4682
1980,PRDHerringR_UpperCI,188.16915
1981,PRDHerringR_UpperCI,193.27315
1982,PRDHerringR_UpperCI,284.01585
1983,PRDHerringR_UpperCI,735.31195
1984,PRDHerringR_UpperCI,274.69805
1985,PRDHerringR_UpperCI,220.91195
1986,PRDHerringR_UpperCI,578.83255
1987,PRDHerringR_UpperCI,444.3373
1988,PRDHerringR_UpperCI,295.64435
1989,PRDHerringR_UpperCI,150.7916
1990,PRDHerringR_UpperCI,602.08505
1991,PRDHerringR_UpperCI,505.26135
1992,PRDHerringR_UpperCI,211.26865
1993,PRDHerringR_UpperCI,95.5678
1994,PRDHerringR_UpperCI,160.5891
1995,PRDHerringR_UpperCI,522.7211
1996,PRDHerringR_UpperCI,247.2259
1997,PRDHerringR_UpperCI,366.72055
1998,PRDHerringR_UpperCI,117.0206
1999,PRDHerringR_UpperCI,259.02305
2000,PRDHerringR_UpperCI,395.9212
2001,PRDHerringR_UpperCI,256.4559
2002,PRDHerringR_UpperCI,730.7067
2003,PRDHerringR_UpperCI,128.34705
2004,PRDHerringR_UpperCI,233.4402
2005,PRDHerringR_UpperCI,201.7933
2006,PRDHerringR_UpperCI,515.74275
2007,PRDHerringR_UpperCI,203.1931
2008,PRDHerringR_UpperCI,203.65995
2009,PRDHerringR_UpperCI,323.7238
2010,PRDHerringR_UpperCI,400.1833
2011,PRDHerringR_UpperCI,218.5675
2012,PRDHerringR_UpperCI,318.5137
2013,PRDHerringR_UpperCI,119.02625
2014,PRDHerringR_UpperCI,601.5886
2015,PRDHerringR_UpperCI,283.89615
2016,PRDHerringR_UpperCI,157.7135
2017,PRDHerringR_UpperCI,493.12535
2018,PRDHerringR_UpperCI,993.30825
2019,PRDHerringR_UpperCI,150.67665
2020,PRDHerringR_UpperCI,361.30885
1951,WCVIHerringR_Med,462.3665
1952,WCVIHerringR_Med,419.6595
1953,WCVIHerringR_Med,767.9355
1954,WCVIHerringR_Med,352.83
1955,WCVIHerringR_Med,486.89
1956,WCVIHerringR_Med,587.3995
1957,WCVIHerringR_Med,487.7025
1958,WCVIHerringR_Med,902.8725
1959,WCVIHerringR_Med,668.9095
1960,WCVIHerringR_Med,428.783
1961,WCVIHerringR_Med,850.0915
1962,WCVIHerringR_Med,406.641
1963,WCVIHerringR_Med,788.961
1964,WCVIHerringR_Med,311.5935
1965,WCVIHerringR_Med,138.2415
1966,WCVIHerringR_Med,416.47
1967,WCVIHerringR_Med,400.0985
1968,WCVIHerringR_Med,126.847
1969,WCVIHerringR_Med,408.3795
1970,WCVIHerringR_Med,665.567
1971,WCVIHerringR_Med,543.063
1972,WCVIHerringR_Med,539.601
1973,WCVIHerringR_Med,667.963
1974,WCVIHerringR_Med,922.275
1975,WCVIHerringR_Med,411.8415
1976,WCVIHerringR_Med,295.1895
1977,WCVIHerringR_Med,511.7165
1978,WCVIHerringR_Med,183.4305
1979,WCVIHerringR_Med,479.773
1980,WCVIHerringR_Med,358.931
1981,WCVIHerringR_Med,239.31
1982,WCVIHerringR_Med,213.965
1983,WCVIHerringR_Med,389.273
1984,WCVIHerringR_Med,866.995
1985,WCVIHerringR_Med,1013.395
1986,WCVIHerringR_Med,356.296
1987,WCVIHerringR_Med,1590.61
1988,WCVIHerringR_Med,305.0745
1989,WCVIHerringR_Med,334.5785
1990,WCVIHerringR_Med,204.8495
1991,WCVIHerringR_Med,528.7205
1992,WCVIHerringR_Med,341.58
1993,WCVIHerringR_Med,270.768
1994,WCVIHerringR_Med,141.3645
1995,WCVIHerringR_Med,215.288
1996,WCVIHerringR_Med,1013.49
1997,WCVIHerringR_Med,400.7065
1998,WCVIHerringR_Med,239.2135
1999,WCVIHerringR_Med,284.6915
2000,WCVIHerringR_Med,434.4375
2001,WCVIHerringR_Med,591.0565
2002,WCVIHerringR_Med,574.5225
2003,WCVIHerringR_Med,251.3575
2004,WCVIHerringR_Med,271.0535
2005,WCVIHerringR_Med,180.059
2006,WCVIHerringR_Med,290.2185
2007,WCVIHerringR_Med,132.738
2008,WCVIHerringR_Med,257.227
2009,WCVIHerringR_Med,152.4195
2010,WCVIHerringR_Med,413.425
2011,WCVIHerringR_Med,108.2255
2012,WCVIHerringR_Med,126.6765
2013,WCVIHerringR_Med,312.1965
2014,WCVIHerringR_Med,244.244
2015,WCVIHerringR_Med,839.246
2016,WCVIHerringR_Med,129.8245
2017,WCVIHerringR_Med,138.5295
2018,WCVIHerringR_Med,438.7515
2019,WCVIHerringR_Med,339.115
2020,WCVIHerringR_Med,1029.105
1951,WCVIHerringR_LowerCI,258.54535
1952,WCVIHerringR_LowerCI,220.1328
1953,WCVIHerringR_LowerCI,481.7334
1954,WCVIHerringR_LowerCI,203.86895
1955,WCVIHerringR_LowerCI,294.06825
1956,WCVIHerringR_LowerCI,349.78565
1957,WCVIHerringR_LowerCI,316.7352
1958,WCVIHerringR_LowerCI,638.2425
1959,WCVIHerringR_LowerCI,488.4453
1960,WCVIHerringR_LowerCI,315.4395
1961,WCVIHerringR_LowerCI,610.7683
1962,WCVIHerringR_LowerCI,261.6739
1963,WCVIHerringR_LowerCI,512.2753
1964,WCVIHerringR_LowerCI,194.0628
1965,WCVIHerringR_LowerCI,72.80617
1966,WCVIHerringR_LowerCI,172.33075
1967,WCVIHerringR_LowerCI,136.3584
1968,WCVIHerringR_LowerCI,47.28732
1969,WCVIHerringR_LowerCI,244.69885
1970,WCVIHerringR_LowerCI,449.1482
1971,WCVIHerringR_LowerCI,391.69825
1972,WCVIHerringR_LowerCI,404.3756
1973,WCVIHerringR_LowerCI,507.0098
1974,WCVIHerringR_LowerCI,714.96495
1975,WCVIHerringR_LowerCI,312.3152
1976,WCVIHerringR_LowerCI,216.3558
1977,WCVIHerringR_LowerCI,363.6085
1978,WCVIHerringR_LowerCI,124.21905
1979,WCVIHerringR_LowerCI,315.41275
1980,WCVIHerringR_LowerCI,240.44005
1981,WCVIHerringR_LowerCI,159.2661
1982,WCVIHerringR_LowerCI,141.40675
1983,WCVIHerringR_LowerCI,253.578
1984,WCVIHerringR_LowerCI,561.7256
1985,WCVIHerringR_LowerCI,687.20385
1986,WCVIHerringR_LowerCI,252.45455
1987,WCVIHerringR_LowerCI,1154.3455
1988,WCVIHerringR_LowerCI,218.8497
1989,WCVIHerringR_LowerCI,241.27595
1990,WCVIHerringR_LowerCI,144.8991
1991,WCVIHerringR_LowerCI,387.09295
1992,WCVIHerringR_LowerCI,254.08725
1993,WCVIHerringR_LowerCI,203.5348
1994,WCVIHerringR_LowerCI,106.5393
1995,WCVIHerringR_LowerCI,160.85545
1996,WCVIHerringR_LowerCI,774.64155
1997,WCVIHerringR_LowerCI,299.96295
1998,WCVIHerringR_LowerCI,175.2375
1999,WCVIHerringR_LowerCI,207.0049
2000,WCVIHerringR_LowerCI,324.7446
2001,WCVIHerringR_LowerCI,439.8225
2002,WCVIHerringR_LowerCI,424.0914
2003,WCVIHerringR_LowerCI,177.55765
2004,WCVIHerringR_LowerCI,191.8498
2005,WCVIHerringR_LowerCI,122.57225
2006,WCVIHerringR_LowerCI,205.14565
2007,WCVIHerringR_LowerCI,93.06256
2008,WCVIHerringR_LowerCI,185.7309
2009,WCVIHerringR_LowerCI,111.1483
2010,WCVIHerringR_LowerCI,308.34335
2011,WCVIHerringR_LowerCI,77.952565
2012,WCVIHerringR_LowerCI,91.942355
2013,WCVIHerringR_LowerCI,226.81545
2014,WCVIHerringR_LowerCI,175.66845
2015,WCVIHerringR_LowerCI,626.5444
2016,WCVIHerringR_LowerCI,94.362115
2017,WCVIHerringR_LowerCI,98.07414
2018,WCVIHerringR_LowerCI,308.89245
2019,WCVIHerringR_LowerCI,226.71195
2020,WCVIHerringR_LowerCI,633.9045
1951,WCVIHerringR_UpperCI,930.95805
1952,WCVIHerringR_UpperCI,876.4657
1953,WCVIHerringR_UpperCI,1339.3715
1954,WCVIHerringR_UpperCI,635.595
1955,WCVIHerringR_UpperCI,853.24985
1956,WCVIHerringR_UpperCI,1015.047
1957,WCVIHerringR_UpperCI,785.92905
1958,WCVIHerringR_UpperCI,1300.2555
1959,WCVIHerringR_UpperCI,909.5915
1960,WCVIHerringR_UpperCI,603.2852
1961,WCVIHerringR_UpperCI,1305.9745
1962,WCVIHerringR_UpperCI,649.33595
1963,WCVIHerringR_UpperCI,1274.3765
1964,WCVIHerringR_UpperCI,512.5202
1965,WCVIHerringR_UpperCI,254.47
1966,WCVIHerringR_UpperCI,816.9813
1967,WCVIHerringR_UpperCI,937.57635
1968,WCVIHerringR_UpperCI,312.2717
1969,WCVIHerringR_UpperCI,701.08975
1970,WCVIHerringR_UpperCI,993.648
1971,WCVIHerringR_UpperCI,778.27685
1972,WCVIHerringR_UpperCI,756.2412
1973,WCVIHerringR_UpperCI,934.89145
1974,WCVIHerringR_UpperCI,1231.0425
1975,WCVIHerringR_UpperCI,562.4341
1976,WCVIHerringR_UpperCI,416.4603
1977,WCVIHerringR_UpperCI,744.37095
1978,WCVIHerringR_UpperCI,280.486
1979,WCVIHerringR_UpperCI,743.6114
1980,WCVIHerringR_UpperCI,549.5417
1981,WCVIHerringR_UpperCI,361.2041
1982,WCVIHerringR_UpperCI,325.0118
1983,WCVIHerringR_UpperCI,598.4219
1984,WCVIHerringR_UpperCI,1360.9295
1985,WCVIHerringR_UpperCI,1520.012
1986,WCVIHerringR_UpperCI,513.5251
1987,WCVIHerringR_UpperCI,2232.681
1988,WCVIHerringR_UpperCI,422.80155
1989,WCVIHerringR_UpperCI,461.47785
1990,WCVIHerringR_UpperCI,285.33575
1991,WCVIHerringR_UpperCI,717.3779
1992,WCVIHerringR_UpperCI,460.5373
1993,WCVIHerringR_UpperCI,360.97745
1994,WCVIHerringR_UpperCI,188.7233
1995,WCVIHerringR_UpperCI,289.9286
1996,WCVIHerringR_UpperCI,1332.8425
1997,WCVIHerringR_UpperCI,536.77435
1998,WCVIHerringR_UpperCI,319.5615
1999,WCVIHerringR_UpperCI,388.2512
2000,WCVIHerringR_UpperCI,581.5794
2001,WCVIHerringR_UpperCI,793.1265
2002,WCVIHerringR_UpperCI,776.0636
2003,WCVIHerringR_UpperCI,360.31895
2004,WCVIHerringR_UpperCI,383.3143
2005,WCVIHerringR_UpperCI,259.30265
2006,WCVIHerringR_UpperCI,408.1693
2007,WCVIHerringR_UpperCI,189.12045
2008,WCVIHerringR_UpperCI,362.092
2009,WCVIHerringR_UpperCI,212.8872
2010,WCVIHerringR_UpperCI,557.40095
2011,WCVIHerringR_UpperCI,149.39915
2012,WCVIHerringR_UpperCI,176.22725
2013,WCVIHerringR_UpperCI,429.3044
2014,WCVIHerringR_UpperCI,331.78675
2015,WCVIHerringR_UpperCI,1107.1835
2016,WCVIHerringR_UpperCI,176.23105
2017,WCVIHerringR_UpperCI,194.36615
2018,WCVIHerringR_UpperCI,630.52445
2019,WCVIHerringR_UpperCI,496.40375
2020,WCVIHerringR_UpperCI,1661.9375
