"","year","stock","stock_name","smolt","run","region","lat","long","agg_reg","group","survival","M"
"834","2005","KLY","Kitsumkalum Yearling","streamtype","summer","NBC",54.520959,-128.660892,"north","north_streamtype",NA,NA
"835","2006","KLY","Kitsumkalum Yearling","streamtype","summer","NBC",54.520959,-128.660892,"north","north_streamtype",0.04331518,3.13925212804437
"836","2007","KLY","Kitsumkalum Yearling","streamtype","summer","NBC",54.520959,-128.660892,"north","north_streamtype",0.03629913,3.31596150494069
"837","2008","KLY","Kitsumkalum Yearling","streamtype","summer","NBC",54.520959,-128.660892,"north","north_streamtype",0.0282581,3.56637513682392
"838","2009","KLY","Kitsumkalum Yearling","streamtype","summer","NBC",54.520959,-128.660892,"north","north_streamtype",0.01264938,4.37014707686744
"839","2010","KLY","Kitsumkalum Yearling","streamtype","summer","NBC",54.520959,-128.660892,"north","north_streamtype",0.06157738,2.78746068367216
"840","2011","KLY","Kitsumkalum Yearling","streamtype","summer","NBC",54.520959,-128.660892,"north","north_streamtype",0.04518158,3.09706579732755
"841","2012","KLY","Kitsumkalum Yearling","streamtype","summer","NBC",54.520959,-128.660892,"north","north_streamtype",0.02925291,3.53177622307331
"842","2013","KLY","Kitsumkalum Yearling","streamtype","summer","NBC",54.520959,-128.660892,"north","north_streamtype",0.07417142,2.60137637820998
"843","2014","KLY","Kitsumkalum Yearling","streamtype","summer","NBC",54.520959,-128.660892,"north","north_streamtype",0.02818107,3.56910480304083
"844","2015","KLY","Kitsumkalum Yearling","streamtype","summer","NBC",54.520959,-128.660892,"north","north_streamtype",0.01586804,4.14344825553666
"845","2016","KLY","Kitsumkalum Yearling","streamtype","summer","NBC",54.520959,-128.660892,"north","north_streamtype",NA,NA
"846","2017","KLY","Kitsumkalum Yearling","streamtype","summer","NBC",54.520959,-128.660892,"north","north_streamtype",NA,NA
"847","1971","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"848","1972","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"849","1973","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"850","1974","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"851","1975","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"852","1976","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.003454075,5.66820058553856
"853","1977","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.02420699,3.72111384455139
"854","1978","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.01910189,3.95796799594548
"855","1979","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.01672311,4.09096368383764
"856","1980","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.008767878,4.73666046310686
"857","1981","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.008748812,4.73883735925896
"858","1982","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.01112897,4.49820366065447
"859","1983","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.003444374,5.67101310365525
"860","1984","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.09583373,2.34514056829097
"861","1985","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.005790001,5.15162281468568
"862","1986","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.002762021,5.89179262083784
"863","1987","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.003528178,5.64697368859559
"864","1988","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.004194874,5.4738919752709
"865","1989","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.01811864,4.01081403637172
"866","1990","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.004406724,5.42462372272133
"867","1991","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.000188431,8.5767786658334
"868","1992","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.000526353,7.54953846765366
"869","1993","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.00063824,7.35679616980718
"870","1994","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.002030629,6.19940968170598
"871","1995","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.000731166,7.22087003781135
"872","1996","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.005418796,5.21788162842878
"873","1997","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.002233571,6.10415362900486
"874","1998","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.01740288,4.05111956921674
"875","1999","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.03027769,3.49734414130183
"876","2000","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.0338005,3.38727968370317
"877","2001","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.009475071,4.65909103463803
"878","2002","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.002137022,6.14834200789231
"879","2003","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.000950562,6.95845716933616
"880","2004","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.001146232,6.77127523789749
"881","2005","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.006006909,5.1148449722217
"882","2006","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.004973674,5.30359647656104
"883","2007","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.01893369,3.96681240407241
"884","2008","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.007073969,4.95133357045329
"885","2009","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.01104229,4.50602283210707
"886","2010","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.003316984,5.70869934266467
"887","2011","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.0120782,4.41635310420057
"888","2012","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.01304318,4.3394898871832
"889","2013","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.002989466,5.81266050284731
"890","2014","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.007283824,4.92209927995675
"891","2015","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.008442167,4.77451624977532
"892","2016","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.00238601,6.03813276420036
"893","2017","LRH","Lower River Hatchery Tule","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"894","1971","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"895","1972","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"896","1973","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"897","1974","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"898","1975","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"899","1976","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"900","1977","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.03156029,3.45585559420004
"901","1978","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.007828239,4.85001769848873
"902","1979","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.01635343,4.11331761770814
"903","1980","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"904","1981","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"905","1982","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.01889375,3.96892409943651
"906","1983","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.01582982,4.14585977596877
"907","1984","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.02175352,3.82797969546152
"908","1985","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.02137351,3.84560297419134
"909","1986","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.02568888,3.66169706554096
"910","1987","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.01505435,4.19608829300542
"911","1988","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.0107184,4.53579338821027
"912","1989","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.007325332,4.91641680087404
"913","1990","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.009468138,4.65982301202471
"914","1991","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.007676356,4.86961032359008
"915","1992","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.007478958,4.8956618015124
"916","1993","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.00415247,5.48405194106644
"917","1994","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.001859893,6.28723631979348
"918","1995","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"919","1996","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.001132433,6.78338686350508
"920","1997","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.005895411,5.13358102732136
"921","1998","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.01093631,4.51566683321755
"922","1999","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.03452951,3.36594095823986
"923","2000","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.01454654,4.23040211433099
"924","2001","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.01037516,4.56834079129754
"925","2002","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.006732291,5.00083977720635
"926","2003","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.001886955,6.27279086025687
"927","2004","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.001428342,6.55124094794097
"928","2005","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.004381162,5.4304412929751
"929","2006","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.003039738,5.79598395148861
"930","2007","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.009123879,4.69686023637525
"931","2008","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.006901184,4.97606228789663
"932","2009","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.004174965,5.47864930394799
"933","2010","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.01025476,4.5800132909496
"934","2011","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.003585867,5.63075499316519
"935","2012","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.005007589,5.29680071724226
"936","2013","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.002559754,5.96784411885797
"937","2014","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.01356364,4.30036259591437
"938","2015","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.03634217,3.31477650398293
"939","2016","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",0.006653603,5.01259676652617
"940","2017","LRW","Lewis River Wild","oceantype","fall","LCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"941","1971","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"942","1972","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"943","1973","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"944","1974","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"945","1975","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"946","1976","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"947","1977","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"948","1978","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"949","1979","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"950","1980","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"951","1981","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"952","1982","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"953","1983","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"954","1984","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",0.02057802,3.88353176311724
"955","1985","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"956","1986","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",0.01126813,4.48577689193836
"957","1987","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",0.000796625,7.13512650432982
"958","1988","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",0.000948189,6.96095670849162
"959","1989","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",0.003999284,5.52163993388466
"960","1990","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"961","1991","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"962","1992","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"963","1993","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"964","1994","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",0.04021931,3.21340805042875
"965","1995","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"966","1996","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"967","1997","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"968","1998","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",0.03535078,3.34243482181934
"969","1999","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",0.0148723,4.20825485663089
"970","2000","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"971","2001","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",0.01333074,4.31768263245389
"972","2002","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",0.005641046,5.17768576967503
"973","2003","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",0.004784593,5.34235431516608
"974","2004","LYF","Lyons Ferry Fingerling","oceantype","fall","UCOLR",46.215,-123.862,"south","south_oceantype",0.002980178,5.81577224870506
