"","year","stock","stock_name","smolt","run","region","lat","long","agg_reg","group","survival","M"
"2086","1988","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.01874699,3.97672207278591
"2087","1989","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.04493053,3.10263775984233
"2088","1990","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.1024137,2.27873478626319
"2089","1991","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.01109709,4.50107236719652
"2090","1992","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.04863946,3.02332014335954
"2091","1993","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.0968243,2.33485728314528
"2092","1994","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.04775029,3.04177013877541
"2093","1995","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.02317945,3.76448916870319
"2094","1996","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.02618524,3.64255938573989
"2095","1997","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.07267016,2.62182443262215
"2096","1998","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.05800678,2.84719537871586
"2097","1999","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.105027,2.25353781902303
"2098","2000","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.09284793,2.37679228545455
"2099","2001","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.05218582,2.95294446850599
"2100","2002","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.02727785,3.60168026142945
"2101","2003","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.006345427,5.06002088299581
"2102","2004","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.04665725,3.0649269511167
"2103","2005","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.03100353,3.47365421001206
"2104","2006","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.03313442,3.40718265774484
"2105","2007","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.07233409,2.62645975333501
"2106","2008","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.07713848,2.56215303082969
"2107","2009","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.1599571,1.83284962470024
"2108","2010","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.1673866,1.78744917192048
"2109","2011","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.1242537,2.08542983577674
"2110","2012","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.1867895,1.67777296461733
"2111","2013","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.05756791,2.85478998458377
"2112","2014","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.01618743,4.12352026385605
"2113","2015","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.002153846,6.14050019769704
"2114","2016","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",0.03198883,3.44236849961891
"2115","2017","SRH","Salmon River","oceantype","fall","ORCST",45.0478,-124.0061,"south","south_oceantype",NA,NA
"2116","1971","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",NA,NA
"2117","1972","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",NA,NA
"2118","1973","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",NA,NA
"2119","1974","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",NA,NA
"2120","1975","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",NA,NA
"2121","1976","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.2532557,1.37335562870288
"2122","1977","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.02371158,3.74179174257594
"2123","1978","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.06862855,2.67904665007147
"2124","1979","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.157625,1.84753648469705
"2125","1980","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.1503982,1.89446883562312
"2126","1981","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.1782158,1.72476010345389
"2127","1982","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.2600147,1.34701711110331
"2128","1983","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.1602811,1.83082613024798
"2129","1984","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.10243,2.27857564053369
"2130","1985","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.05713542,2.86233103939971
"2131","1986","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.1221652,2.10238105185263
"2132","1987","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.05694201,2.86572189743916
"2133","1988","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.04447753,3.11277116115723
"2134","1989","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.02929501,3.53033808463026
"2135","1990","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.03762114,3.28018915253808
"2136","1991","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.04727164,3.05184474046954
"2137","1992","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.04756937,3.04556621226659
"2138","1993","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.02815172,3.5701468250197
"2139","1994","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.04582184,3.08299444562644
"2140","1995","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.04683634,3.06109588164888
"2141","1996","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.1082601,2.22321861391153
"2142","1997","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.04403824,3.12269693159562
"2143","1998","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.07615288,2.5750123802642
"2144","1999","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.08219353,2.49867869048012
"2145","2000","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.1161542,2.15283666028173
"2146","2001","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.1120402,2.18889754351506
"2147","2002","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.09354877,2.36927237439765
"2148","2003","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.1222849,2.10140171079638
"2149","2004","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.0846546,2.46917583047364
"2150","2005","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.06934244,2.66869815042023
"2151","2006","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.05139874,2.96814162044016
"2152","2007","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.03199604,3.44214313384007
"2153","2008","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.05081951,2.97947494300988
"2154","2009","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.03385161,3.38576871797797
"2155","2010","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.06587888,2.71993737442437
"2156","2011","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.04167971,3.17774083933474
"2157","2012","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.03462414,3.36320415232822
"2158","2013","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.04525108,3.09552874171771
"2159","2014","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.0359509,3.32560116035793
"2160","2015","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.02199105,3.81711972657861
"2161","2016","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",0.002011502,6.20887357229205
"2162","2017","SSA","SE Alaska Spring","streamtype","spring","SEAK",NA,NA,"north","north_streamtype",NA,NA
"2163","1971","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2164","1972","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2165","1973","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2166","1974","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2167","1975","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2168","1976","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2169","1977","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2170","1978","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2171","1979","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2172","1980","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2173","1981","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2174","1982","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2175","1983","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2176","1984","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2177","1985","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2178","1986","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2179","1987","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2180","1988","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2181","1989","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2182","1990","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2183","1991","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2184","1992","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2185","1993","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2186","1994","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.002195138,6.12151036427179
"2187","1995","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.004376958,5.43140131643285
"2188","1996","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.007662007,4.87148131910451
"2189","1997","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.01164261,4.45308363500979
"2190","1998","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.03347792,3.39686916193357
"2191","1999","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.01527238,4.181709310731
"2192","2000","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.008843826,4.72803569053598
"2193","2001","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.01714302,4.06616418530053
"2194","2002","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.01630153,4.11649631054379
"2195","2003","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.01755963,4.04215276161219
"2196","2004","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.01640685,4.11005634843039
"2197","2005","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.01212901,4.41215517518546
"2198","2006","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.007685492,4.86842088322104
"2199","2007","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.01053155,4.55337976518835
"2200","2008","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.01095041,4.51437838049822
"2201","2009","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.004878595,5.32289801040714
"2202","2010","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.004295478,5.4501924375382
"2203","2011","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.01212003,4.41289582309651
"2204","2012","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.008745137,4.73925750453937
"2205","2013","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.0120547,4.41830065359811
"2206","2014","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.01946736,3.93901606201196
"2207","2015","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.01937117,3.94396940070284
"2208","2016","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",0.001245306,6.68837399613266
"2209","2017","SSF","Skagit Summer Fingerling","oceantype","summer","NPGSD",48.3873,-122.3686,"SS","SS_oceantype",NA,NA
"2210","1971","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2211","1972","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2212","1973","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2213","1974","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2214","1975","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2215","1976","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2216","1977","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2217","1978","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2218","1979","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2219","1980","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2220","1981","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2221","1982","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2222","1983","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2223","1984","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2224","1985","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2225","1986","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2226","1987","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2227","1988","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2228","1989","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2229","1990","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2230","1991","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2231","1992","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2232","1993","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2233","1994","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2234","1995","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2235","1996","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2236","1997","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2237","1998","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",0.05568933,2.88796671233819
"2238","1999","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",0.06297953,2.76494552602367
"2239","2000","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",0.05788394,2.8493153076628
"2240","2001","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",0.01600216,4.13503156585404
"2241","2002","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",0.07093752,2.64595578936813
"2242","2003","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",0.03297823,3.41190763218115
"2243","2004","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",0.01436,4.24330871536206
"2244","2005","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",0.02357992,3.74735977658435
"2245","2006","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",0.02401843,3.72893382666467
"2246","2007","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",0.05763971,2.85354353909179
"2247","2008","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",0.03002902,3.50559103155203
"2248","2009","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",0.04309554,3.14433576750531
"2249","2010","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",0.05357488,2.92667497747568
"2250","2011","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",0.04703376,3.05688963725219
"2251","2012","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",0.02401773,3.72896297137566
"2252","2013","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",0.008305404,4.79084889170569
"2253","2014","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",0.006277062,5.07085324236559
"2254","2015","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2255","2016","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2256","2017","STI","Stikine River","streamtype","spring","TBR",56.691,-132.213,"north","north_streamtype",NA,NA
"2257","1971","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",NA,NA
"2258","1972","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",NA,NA
"2259","1973","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",NA,NA
"2260","1974","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",NA,NA
"2261","1975","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",NA,NA
"2262","1976","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",NA,NA
"2263","1977","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",NA,NA
"2264","1978","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",NA,NA
"2265","1979","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",NA,NA
"2266","1980","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.002817818,5.87179245240326
"2267","1981","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.005141262,5.27045670435964
"2268","1982","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.01595073,4.13825068277353
"2269","1983","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.01322657,4.32552759372802
"2270","1984","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",NA,NA
"2271","1985","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",NA,NA
"2272","1986","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.03668676,3.305339351955
"2273","1987","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.0261331,3.64455256890517
"2274","1988","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.03599073,3.32449387368484
"2275","1989","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.03760497,3.28061905647034
"2276","1990","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.06971136,2.66339199027807
"2277","1991","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.003542812,5.64283451688318
"2278","1992","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.01119178,4.49257569870994
"2279","1993","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.02036219,3.8940755292337
"2280","1994","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.02382138,3.73717178222431
"2281","1995","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.01926586,3.94942066136054
"2282","1996","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.02058379,3.88325140615345
"2283","1997","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.02008657,3.90770384643893
"2284","1998","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.008903966,4.72125848352472
"2285","1999","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",NA,NA
"2286","2000","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",NA,NA
"2287","2001","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",NA,NA
"2288","2002","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.01370181,4.29022733808639
"2289","2003","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.006734065,5.00057630578019
"2290","2004","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.01174343,4.4444613437102
"2291","2005","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.02234962,3.80094596030424
"2292","2006","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.004183253,5.47666610544409
"2293","2007","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.01898768,3.96396493118418
"2294","2008","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.01826729,4.0026432501909
"2295","2009","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.00709898,4.94780416722707
"2296","2010","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.006465166,5.04132659036715
"2297","2011","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.01421259,4.25362708747171
