"year","metric","anomaly","time_step","class","region"
1883,"annual_anom_npgo",NA,"annual","physical","basin"
1883,"annual_anom_sst_arc",NA,"annual","physical","basin"
1883,"seal_anom",NA,"annual","predator","sog"
1883,"nrkw_anom",NA,"annual","predator","basin"
1883,"srkw_anom",NA,"annual","predator","sog"
1883,"rkw_anom",NA,"annual","predator","basin"
1883,"bi_anom",NA,"annual","physical","basin"
1883,"fish_diet_anom",NA,"annual","diet","wcvi"
1883,"boreal_anom",NA,"annual","diet","wcvi"
1883,"south_anom",NA,"annual","diet","wcvi"
1883,"zp_env_anom",NA,"annual","diet","sog"
1883,"fish_env_anom",NA,"annual","diet","sog"
1883,"cci_anom",NA,"seasonal","diet","ca_current"
1884,"prime_anom_pdo",0.729794133263825,"seasonal","physical","basin"
1884,"prime_anom_npgo",NA,"seasonal","physical","basin"
1884,"prime_anom_sst_arc",NA,"seasonal","physical","basin"
1884,"annual_anom_pdo",0.609910583124071,"annual","physical","basin"
1884,"annual_anom_npgo",NA,"annual","physical","basin"
1884,"annual_anom_sst_arc",NA,"annual","physical","basin"
1884,"seal_anom",NA,"annual","predator","sog"
1884,"nrkw_anom",NA,"annual","predator","basin"
1884,"srkw_anom",NA,"annual","predator","sog"
1884,"rkw_anom",NA,"annual","predator","basin"
1884,"bi_anom",NA,"annual","physical","basin"
1884,"fish_diet_anom",NA,"annual","diet","wcvi"
1884,"boreal_anom",NA,"annual","diet","wcvi"
1884,"south_anom",NA,"annual","diet","wcvi"
1884,"zp_env_anom",NA,"annual","diet","sog"
1884,"fish_env_anom",NA,"annual","diet","sog"
1884,"cci_anom",NA,"seasonal","diet","ca_current"
1885,"prime_anom_pdo",0.505247645655894,"seasonal","physical","basin"
1885,"prime_anom_npgo",NA,"seasonal","physical","basin"
1885,"prime_anom_sst_arc",NA,"seasonal","physical","basin"
1885,"annual_anom_pdo",0.764754449091796,"annual","physical","basin"
1885,"annual_anom_npgo",NA,"annual","physical","basin"
1885,"annual_anom_sst_arc",NA,"annual","physical","basin"
1885,"seal_anom",NA,"annual","predator","sog"
1885,"nrkw_anom",NA,"annual","predator","basin"
1885,"srkw_anom",NA,"annual","predator","sog"
1885,"rkw_anom",NA,"annual","predator","basin"
1885,"bi_anom",NA,"annual","physical","basin"
1885,"fish_diet_anom",NA,"annual","diet","wcvi"
1885,"boreal_anom",NA,"annual","diet","wcvi"
1885,"south_anom",NA,"annual","diet","wcvi"
1885,"zp_env_anom",NA,"annual","diet","sog"
1885,"fish_env_anom",NA,"annual","diet","sog"
1885,"cci_anom",NA,"seasonal","diet","ca_current"
1886,"prime_anom_pdo",-0.223011233072532,"seasonal","physical","basin"
1886,"prime_anom_npgo",NA,"seasonal","physical","basin"
1886,"prime_anom_sst_arc",NA,"seasonal","physical","basin"
1886,"annual_anom_pdo",-0.690353661235043,"annual","physical","basin"
1886,"annual_anom_npgo",NA,"annual","physical","basin"
1886,"annual_anom_sst_arc",NA,"annual","physical","basin"
1886,"seal_anom",NA,"annual","predator","sog"
1886,"nrkw_anom",NA,"annual","predator","basin"
1886,"srkw_anom",NA,"annual","predator","sog"
1886,"rkw_anom",NA,"annual","predator","basin"
1886,"bi_anom",NA,"annual","physical","basin"
1886,"fish_diet_anom",NA,"annual","diet","wcvi"
1886,"boreal_anom",NA,"annual","diet","wcvi"
1886,"south_anom",NA,"annual","diet","wcvi"
1886,"zp_env_anom",NA,"annual","diet","sog"
1886,"fish_env_anom",NA,"annual","diet","sog"
1886,"cci_anom",NA,"seasonal","diet","ca_current"
1887,"prime_anom_pdo",0.301942042010875,"seasonal","physical","basin"
1887,"prime_anom_npgo",NA,"seasonal","physical","basin"
1887,"prime_anom_sst_arc",NA,"seasonal","physical","basin"
1887,"annual_anom_pdo",-0.893983950726846,"annual","physical","basin"
1887,"annual_anom_npgo",NA,"annual","physical","basin"
1887,"annual_anom_sst_arc",NA,"annual","physical","basin"
1887,"seal_anom",NA,"annual","predator","sog"
1887,"nrkw_anom",NA,"annual","predator","basin"
1887,"srkw_anom",NA,"annual","predator","sog"
1887,"rkw_anom",NA,"annual","predator","basin"
1887,"bi_anom",NA,"annual","physical","basin"
1887,"fish_diet_anom",NA,"annual","diet","wcvi"
1887,"boreal_anom",NA,"annual","diet","wcvi"
1887,"south_anom",NA,"annual","diet","wcvi"
1887,"zp_env_anom",NA,"annual","diet","sog"
1887,"fish_env_anom",NA,"annual","diet","sog"
1887,"cci_anom",NA,"seasonal","diet","ca_current"
1888,"prime_anom_pdo",1.68259949960018,"seasonal","physical","basin"
1888,"prime_anom_npgo",NA,"seasonal","physical","basin"
1888,"prime_anom_sst_arc",NA,"seasonal","physical","basin"
1888,"annual_anom_pdo",1.02989805520091,"annual","physical","basin"
1888,"annual_anom_npgo",NA,"annual","physical","basin"
1888,"annual_anom_sst_arc",NA,"annual","physical","basin"
1888,"seal_anom",NA,"annual","predator","sog"
1888,"nrkw_anom",NA,"annual","predator","basin"
1888,"srkw_anom",NA,"annual","predator","sog"
1888,"rkw_anom",NA,"annual","predator","basin"
1888,"bi_anom",NA,"annual","physical","basin"
1888,"fish_diet_anom",NA,"annual","diet","wcvi"
1888,"boreal_anom",NA,"annual","diet","wcvi"
1888,"south_anom",NA,"annual","diet","wcvi"
1888,"zp_env_anom",NA,"annual","diet","sog"
1888,"fish_env_anom",NA,"annual","diet","sog"
1888,"cci_anom",NA,"seasonal","diet","ca_current"
1889,"prime_anom_pdo",1.17585269648499,"seasonal","physical","basin"
1889,"prime_anom_npgo",NA,"seasonal","physical","basin"
1889,"prime_anom_sst_arc",NA,"seasonal","physical","basin"
1889,"annual_anom_pdo",0.431734079818744,"annual","physical","basin"
1889,"annual_anom_npgo",NA,"annual","physical","basin"
1889,"annual_anom_sst_arc",NA,"annual","physical","basin"
1889,"seal_anom",NA,"annual","predator","sog"
1889,"nrkw_anom",NA,"annual","predator","basin"
1889,"srkw_anom",NA,"annual","predator","sog"
1889,"rkw_anom",NA,"annual","predator","basin"
1889,"bi_anom",NA,"annual","physical","basin"
1889,"fish_diet_anom",NA,"annual","diet","wcvi"
1889,"boreal_anom",NA,"annual","diet","wcvi"
1889,"south_anom",NA,"annual","diet","wcvi"
1889,"zp_env_anom",NA,"annual","diet","sog"
1889,"fish_env_anom",NA,"annual","diet","sog"
1889,"cci_anom",NA,"seasonal","diet","ca_current"
1890,"prime_anom_pdo",-2.02241754593068,"seasonal","physical","basin"
1890,"prime_anom_npgo",NA,"seasonal","physical","basin"
1890,"prime_anom_sst_arc",NA,"seasonal","physical","basin"
1890,"annual_anom_pdo",-1.24185236194201,"annual","physical","basin"
1890,"annual_anom_npgo",NA,"annual","physical","basin"
1890,"annual_anom_sst_arc",NA,"annual","physical","basin"
1890,"seal_anom",NA,"annual","predator","sog"
1890,"nrkw_anom",NA,"annual","predator","basin"
1890,"srkw_anom",NA,"annual","predator","sog"
1890,"rkw_anom",NA,"annual","predator","basin"
1890,"bi_anom",NA,"annual","physical","basin"
1890,"fish_diet_anom",NA,"annual","diet","wcvi"
1890,"boreal_anom",NA,"annual","diet","wcvi"
1890,"south_anom",NA,"annual","diet","wcvi"
1890,"zp_env_anom",NA,"annual","diet","sog"
1890,"fish_env_anom",NA,"annual","diet","sog"
1890,"cci_anom",NA,"seasonal","diet","ca_current"
1891,"prime_anom_pdo",0.945237384887651,"seasonal","physical","basin"
1891,"prime_anom_npgo",NA,"seasonal","physical","basin"
1891,"prime_anom_sst_arc",NA,"seasonal","physical","basin"
1891,"annual_anom_pdo",0.382947656294666,"annual","physical","basin"
1891,"annual_anom_npgo",NA,"annual","physical","basin"
1891,"annual_anom_sst_arc",NA,"annual","physical","basin"
1891,"seal_anom",NA,"annual","predator","sog"
1891,"nrkw_anom",NA,"annual","predator","basin"
1891,"srkw_anom",NA,"annual","predator","sog"
1891,"rkw_anom",NA,"annual","predator","basin"
1891,"bi_anom",NA,"annual","physical","basin"
1891,"fish_diet_anom",NA,"annual","diet","wcvi"
1891,"boreal_anom",NA,"annual","diet","wcvi"
1891,"south_anom",NA,"annual","diet","wcvi"
1891,"zp_env_anom",NA,"annual","diet","sog"
1891,"fish_env_anom",NA,"annual","diet","sog"
1891,"cci_anom",NA,"seasonal","diet","ca_current"
1892,"prime_anom_pdo",-2.14986284970816,"seasonal","physical","basin"
1892,"prime_anom_npgo",NA,"seasonal","physical","basin"
1892,"prime_anom_sst_arc",NA,"seasonal","physical","basin"
1892,"annual_anom_pdo",-2.23561059763898,"annual","physical","basin"
1892,"annual_anom_npgo",NA,"annual","physical","basin"
1892,"annual_anom_sst_arc",NA,"annual","physical","basin"
1892,"seal_anom",NA,"annual","predator","sog"
1892,"nrkw_anom",NA,"annual","predator","basin"
1892,"srkw_anom",NA,"annual","predator","sog"
1892,"rkw_anom",NA,"annual","predator","basin"
1892,"bi_anom",NA,"annual","physical","basin"
1892,"fish_diet_anom",NA,"annual","diet","wcvi"
1892,"boreal_anom",NA,"annual","diet","wcvi"
1892,"south_anom",NA,"annual","diet","wcvi"
1892,"zp_env_anom",NA,"annual","diet","sog"
1892,"fish_env_anom",NA,"annual","diet","sog"
1892,"cci_anom",NA,"seasonal","diet","ca_current"
1893,"prime_anom_pdo",-2.34709962936377,"seasonal","physical","basin"
1893,"prime_anom_npgo",NA,"seasonal","physical","basin"
1893,"prime_anom_sst_arc",NA,"seasonal","physical","basin"
1893,"annual_anom_pdo",-1.24927638291306,"annual","physical","basin"
1893,"annual_anom_npgo",NA,"annual","physical","basin"
1893,"annual_anom_sst_arc",NA,"annual","physical","basin"
1893,"seal_anom",NA,"annual","predator","sog"
1893,"nrkw_anom",NA,"annual","predator","basin"
1893,"srkw_anom",NA,"annual","predator","sog"
1893,"rkw_anom",NA,"annual","predator","basin"
1893,"bi_anom",NA,"annual","physical","basin"
1893,"fish_diet_anom",NA,"annual","diet","wcvi"
1893,"boreal_anom",NA,"annual","diet","wcvi"
1893,"south_anom",NA,"annual","diet","wcvi"
1893,"zp_env_anom",NA,"annual","diet","sog"
1893,"fish_env_anom",NA,"annual","diet","sog"
1893,"cci_anom",NA,"seasonal","diet","ca_current"
1894,"prime_anom_pdo",-3.53355471929217,"seasonal","physical","basin"
1894,"prime_anom_npgo",NA,"seasonal","physical","basin"
1894,"prime_anom_sst_arc",NA,"seasonal","physical","basin"
1894,"annual_anom_pdo",-2.93877144104036,"annual","physical","basin"
1894,"annual_anom_npgo",NA,"annual","physical","basin"
1894,"annual_anom_sst_arc",NA,"annual","physical","basin"
1894,"seal_anom",NA,"annual","predator","sog"
1894,"nrkw_anom",NA,"annual","predator","basin"
1894,"srkw_anom",NA,"annual","predator","sog"
1894,"rkw_anom",NA,"annual","predator","basin"
1894,"bi_anom",NA,"annual","physical","basin"
1894,"fish_diet_anom",NA,"annual","diet","wcvi"
1894,"boreal_anom",NA,"annual","diet","wcvi"
1894,"south_anom",NA,"annual","diet","wcvi"
1894,"zp_env_anom",NA,"annual","diet","sog"
1894,"fish_env_anom",NA,"annual","diet","sog"
1894,"cci_anom",NA,"seasonal","diet","ca_current"
1895,"prime_anom_pdo",-0.405075952754638,"seasonal","physical","basin"
1895,"prime_anom_npgo",NA,"seasonal","physical","basin"
1895,"prime_anom_sst_arc",NA,"seasonal","physical","basin"
1895,"annual_anom_pdo",-0.654294130804203,"annual","physical","basin"
1895,"annual_anom_npgo",NA,"annual","physical","basin"
1895,"annual_anom_sst_arc",NA,"annual","physical","basin"
1895,"seal_anom",NA,"annual","predator","sog"
1895,"nrkw_anom",NA,"annual","predator","basin"
1895,"srkw_anom",NA,"annual","predator","sog"
1895,"rkw_anom",NA,"annual","predator","basin"
1895,"bi_anom",NA,"annual","physical","basin"
1895,"fish_diet_anom",NA,"annual","diet","wcvi"
1895,"boreal_anom",NA,"annual","diet","wcvi"
1895,"south_anom",NA,"annual","diet","wcvi"
1895,"zp_env_anom",NA,"annual","diet","sog"
1895,"fish_env_anom",NA,"annual","diet","sog"
1895,"cci_anom",NA,"seasonal","diet","ca_current"
1896,"prime_anom_pdo",-0.80258392406057,"seasonal","physical","basin"
1896,"prime_anom_npgo",NA,"seasonal","physical","basin"
1896,"prime_anom_sst_arc",NA,"seasonal","physical","basin"
1896,"annual_anom_pdo",0.045684989323868,"annual","physical","basin"
1896,"annual_anom_npgo",NA,"annual","physical","basin"
1896,"annual_anom_sst_arc",NA,"annual","physical","basin"
1896,"seal_anom",NA,"annual","predator","sog"
1896,"nrkw_anom",NA,"annual","predator","basin"
1896,"srkw_anom",NA,"annual","predator","sog"
1896,"rkw_anom",NA,"annual","predator","basin"
1896,"bi_anom",NA,"annual","physical","basin"
1896,"fish_diet_anom",NA,"annual","diet","wcvi"
1896,"boreal_anom",NA,"annual","diet","wcvi"
1896,"south_anom",NA,"annual","diet","wcvi"
1896,"zp_env_anom",NA,"annual","diet","sog"
1896,"fish_env_anom",NA,"annual","diet","sog"
1896,"cci_anom",NA,"seasonal","diet","ca_current"
1897,"prime_anom_pdo",0.778344725179053,"seasonal","physical","basin"
1897,"prime_anom_npgo",NA,"seasonal","physical","basin"
1897,"prime_anom_sst_arc",NA,"seasonal","physical","basin"
1897,"annual_anom_pdo",0.36385731665481,"annual","physical","basin"
1897,"annual_anom_npgo",NA,"annual","physical","basin"
1897,"annual_anom_sst_arc",NA,"annual","physical","basin"
1897,"seal_anom",NA,"annual","predator","sog"
1897,"nrkw_anom",NA,"annual","predator","basin"
1897,"srkw_anom",NA,"annual","predator","sog"
1897,"rkw_anom",NA,"annual","predator","basin"
1897,"bi_anom",NA,"annual","physical","basin"
1897,"fish_diet_anom",NA,"annual","diet","wcvi"
1897,"boreal_anom",NA,"annual","diet","wcvi"
1897,"south_anom",NA,"annual","diet","wcvi"
1897,"zp_env_anom",NA,"annual","diet","sog"
1897,"fish_env_anom",NA,"annual","diet","sog"
1897,"cci_anom",NA,"seasonal","diet","ca_current"
1898,"prime_anom_pdo",0.101670850360558,"seasonal","physical","basin"
1898,"prime_anom_npgo",NA,"seasonal","physical","basin"
1898,"prime_anom_sst_arc",NA,"seasonal","physical","basin"
1898,"annual_anom_pdo",0.303404574461931,"annual","physical","basin"
1898,"annual_anom_npgo",NA,"annual","physical","basin"
1898,"annual_anom_sst_arc",NA,"annual","physical","basin"
1898,"seal_anom",NA,"annual","predator","sog"
1898,"nrkw_anom",NA,"annual","predator","basin"
1898,"srkw_anom",NA,"annual","predator","sog"
1898,"rkw_anom",NA,"annual","predator","basin"
1898,"bi_anom",NA,"annual","physical","basin"
1898,"fish_diet_anom",NA,"annual","diet","wcvi"
1898,"boreal_anom",NA,"annual","diet","wcvi"
1898,"south_anom",NA,"annual","diet","wcvi"
1898,"zp_env_anom",NA,"annual","diet","sog"
1898,"fish_env_anom",NA,"annual","diet","sog"
1898,"cci_anom",NA,"seasonal","diet","ca_current"
1899,"prime_anom_pdo",-0.793480688076465,"seasonal","physical","basin"
1899,"prime_anom_npgo",NA,"seasonal","physical","basin"
1899,"prime_anom_sst_arc",NA,"seasonal","physical","basin"
1899,"annual_anom_pdo",-0.262942168187145,"annual","physical","basin"
1899,"annual_anom_npgo",NA,"annual","physical","basin"
1899,"annual_anom_sst_arc",NA,"annual","physical","basin"
1899,"seal_anom",NA,"annual","predator","sog"
1899,"nrkw_anom",NA,"annual","predator","basin"
1899,"srkw_anom",NA,"annual","predator","sog"
1899,"rkw_anom",NA,"annual","predator","basin"
1899,"bi_anom",NA,"annual","physical","basin"
1899,"fish_diet_anom",NA,"annual","diet","wcvi"
1899,"boreal_anom",NA,"annual","diet","wcvi"
1899,"south_anom",NA,"annual","diet","wcvi"
1899,"zp_env_anom",NA,"annual","diet","sog"
1899,"fish_env_anom",NA,"annual","diet","sog"
1899,"cci_anom",NA,"seasonal","diet","ca_current"
1900,"prime_anom_pdo",1.8889395152399,"seasonal","physical","basin"
1900,"prime_anom_npgo",NA,"seasonal","physical","basin"
1900,"prime_anom_sst_arc",0.527089343193757,"seasonal","physical","basin"
1900,"annual_anom_pdo",1.21125628177955,"annual","physical","basin"
1900,"annual_anom_npgo",NA,"annual","physical","basin"
1900,"annual_anom_sst_arc",0.51792802386712,"annual","physical","basin"
1900,"seal_anom",NA,"annual","predator","sog"
1900,"nrkw_anom",NA,"annual","predator","basin"
1900,"srkw_anom",NA,"annual","predator","sog"
1900,"rkw_anom",NA,"annual","predator","basin"
1900,"bi_anom",NA,"annual","physical","basin"
1900,"fish_diet_anom",NA,"annual","diet","wcvi"
1900,"boreal_anom",NA,"annual","diet","wcvi"
1900,"south_anom",NA,"annual","diet","wcvi"
1900,"zp_env_anom",NA,"annual","diet","sog"
1900,"fish_env_anom",NA,"annual","diet","sog"
1900,"cci_anom",NA,"seasonal","diet","ca_current"
1901,"prime_anom_pdo",-0.917891579859237,"seasonal","physical","basin"
1901,"prime_anom_npgo",NA,"seasonal","physical","basin"
1901,"prime_anom_sst_arc",-0.170843318618419,"seasonal","physical","basin"
1901,"annual_anom_pdo",-0.0518878577242874,"annual","physical","basin"
1901,"annual_anom_npgo",NA,"annual","physical","basin"
1901,"annual_anom_sst_arc",-0.0119816238560162,"annual","physical","basin"
1901,"seal_anom",NA,"annual","predator","sog"
1901,"nrkw_anom",NA,"annual","predator","basin"
1901,"srkw_anom",NA,"annual","predator","sog"
1901,"rkw_anom",NA,"annual","predator","basin"
1901,"bi_anom",NA,"annual","physical","basin"
1901,"fish_diet_anom",NA,"annual","diet","wcvi"
1901,"boreal_anom",NA,"annual","diet","wcvi"
1901,"south_anom",NA,"annual","diet","wcvi"
1901,"zp_env_anom",NA,"annual","diet","sog"
1901,"fish_env_anom",NA,"annual","diet","sog"
1901,"cci_anom",NA,"seasonal","diet","ca_current"
1902,"prime_anom_pdo",2.41389279032331,"seasonal","physical","basin"
1902,"prime_anom_npgo",NA,"seasonal","physical","basin"
1902,"prime_anom_sst_arc",0.227930305930503,"seasonal","physical","basin"
1902,"annual_anom_pdo",1.73942234514891,"annual","physical","basin"
1902,"annual_anom_npgo",NA,"annual","physical","basin"
1902,"annual_anom_sst_arc",0.161484974487831,"annual","physical","basin"
1902,"seal_anom",NA,"annual","predator","sog"
1902,"nrkw_anom",NA,"annual","predator","basin"
1902,"srkw_anom",NA,"annual","predator","sog"
1902,"rkw_anom",NA,"annual","predator","basin"
1902,"bi_anom",NA,"annual","physical","basin"
1902,"fish_diet_anom",NA,"annual","diet","wcvi"
1902,"boreal_anom",NA,"annual","diet","wcvi"
1902,"south_anom",NA,"annual","diet","wcvi"
1902,"zp_env_anom",NA,"annual","diet","sog"
1902,"fish_env_anom",NA,"annual","diet","sog"
1902,"cci_anom",NA,"seasonal","diet","ca_current"
1903,"prime_anom_pdo",0.201806446185717,"seasonal","physical","basin"
1903,"prime_anom_npgo",NA,"seasonal","physical","basin"
1903,"prime_anom_sst_arc",-0.48045074670303,"seasonal","physical","basin"
1903,"annual_anom_pdo",0.543094394384573,"annual","physical","basin"
1903,"annual_anom_npgo",NA,"annual","physical","basin"
1903,"annual_anom_sst_arc",-0.244192060822648,"annual","physical","basin"
1903,"seal_anom",NA,"annual","predator","sog"
1903,"nrkw_anom",NA,"annual","predator","basin"
1903,"srkw_anom",NA,"annual","predator","sog"
1903,"rkw_anom",NA,"annual","predator","basin"
1903,"bi_anom",NA,"annual","physical","basin"
1903,"fish_diet_anom",NA,"annual","diet","wcvi"
1903,"boreal_anom",NA,"annual","diet","wcvi"
1903,"south_anom",NA,"annual","diet","wcvi"
1903,"zp_env_anom",NA,"annual","diet","sog"
1903,"fish_env_anom",NA,"annual","diet","sog"
1903,"cci_anom",NA,"seasonal","diet","ca_current"
1904,"prime_anom_pdo",0.335320573952595,"seasonal","physical","basin"
1904,"prime_anom_npgo",NA,"seasonal","physical","basin"
1904,"prime_anom_sst_arc",-0.51916680934343,"seasonal","physical","basin"
1904,"annual_anom_pdo",1.66093983774061,"annual","physical","basin"
1904,"annual_anom_npgo",NA,"annual","physical","basin"
1904,"annual_anom_sst_arc",-0.32600445375135,"annual","physical","basin"
1904,"seal_anom",NA,"annual","predator","sog"
1904,"nrkw_anom",NA,"annual","predator","basin"
1904,"srkw_anom",NA,"annual","predator","sog"
1904,"rkw_anom",NA,"annual","predator","basin"
1904,"bi_anom",NA,"annual","physical","basin"
1904,"fish_diet_anom",NA,"annual","diet","wcvi"
1904,"boreal_anom",NA,"annual","diet","wcvi"
1904,"south_anom",NA,"annual","diet","wcvi"
1904,"zp_env_anom",NA,"annual","diet","sog"
1904,"fish_env_anom",NA,"annual","diet","sog"
1904,"cci_anom",NA,"seasonal","diet","ca_current"
1905,"prime_anom_pdo",2.37141102239748,"seasonal","physical","basin"
1905,"prime_anom_npgo",NA,"seasonal","physical","basin"
1905,"prime_anom_sst_arc",0.109609479021097,"seasonal","physical","basin"
1905,"annual_anom_pdo",1.94411320906515,"annual","physical","basin"
1905,"annual_anom_npgo",NA,"annual","physical","basin"
1905,"annual_anom_sst_arc",0.052317747534084,"annual","physical","basin"
1905,"seal_anom",NA,"annual","predator","sog"
1905,"nrkw_anom",NA,"annual","predator","basin"
1905,"srkw_anom",NA,"annual","predator","sog"
1905,"rkw_anom",NA,"annual","predator","basin"
1905,"bi_anom",NA,"annual","physical","basin"
1905,"fish_diet_anom",NA,"annual","diet","wcvi"
1905,"boreal_anom",NA,"annual","diet","wcvi"
1905,"south_anom",NA,"annual","diet","wcvi"
1905,"zp_env_anom",NA,"annual","diet","sog"
1905,"fish_env_anom",NA,"annual","diet","sog"
1905,"cci_anom",NA,"seasonal","diet","ca_current"
1906,"prime_anom_pdo",1.43984654002404,"seasonal","physical","basin"
1906,"prime_anom_npgo",NA,"seasonal","physical","basin"
1906,"prime_anom_sst_arc",0.223279887483903,"seasonal","physical","basin"
1906,"annual_anom_pdo",1.21655915390173,"annual","physical","basin"
1906,"annual_anom_npgo",NA,"annual","physical","basin"
1906,"annual_anom_sst_arc",0.0197398814295282,"annual","physical","basin"
1906,"seal_anom",NA,"annual","predator","sog"
1906,"nrkw_anom",NA,"annual","predator","basin"
1906,"srkw_anom",NA,"annual","predator","sog"
1906,"rkw_anom",NA,"annual","predator","basin"
1906,"bi_anom",NA,"annual","physical","basin"
1906,"fish_diet_anom",NA,"annual","diet","wcvi"
1906,"boreal_anom",NA,"annual","diet","wcvi"
1906,"south_anom",NA,"annual","diet","wcvi"
1906,"zp_env_anom",NA,"annual","diet","sog"
1906,"fish_env_anom",NA,"annual","diet","sog"
1906,"cci_anom",NA,"seasonal","diet","ca_current"
1907,"prime_anom_pdo",0.238219390122138,"seasonal","physical","basin"
1907,"prime_anom_npgo",NA,"seasonal","physical","basin"
1907,"prime_anom_sst_arc",0.224442583127913,"seasonal","physical","basin"
1907,"annual_anom_pdo",0.534609798989081,"annual","physical","basin"
1907,"annual_anom_npgo",NA,"annual","physical","basin"
1907,"annual_anom_sst_arc",-0.0106147449320583,"annual","physical","basin"
1907,"seal_anom",NA,"annual","predator","sog"
1907,"nrkw_anom",NA,"annual","predator","basin"
1907,"srkw_anom",NA,"annual","predator","sog"
1907,"rkw_anom",NA,"annual","predator","basin"
1907,"bi_anom",NA,"annual","physical","basin"
1907,"fish_diet_anom",NA,"annual","diet","wcvi"
1907,"boreal_anom",NA,"annual","diet","wcvi"
1907,"south_anom",NA,"annual","diet","wcvi"
1907,"zp_env_anom",NA,"annual","diet","sog"
1907,"fish_env_anom",NA,"annual","diet","sog"
1907,"cci_anom",NA,"seasonal","diet","ca_current"
1908,"prime_anom_pdo",0.392974401851928,"seasonal","physical","basin"
1908,"prime_anom_npgo",NA,"seasonal","physical","basin"
1908,"prime_anom_sst_arc",-0.867817713122669,"seasonal","physical","basin"
1908,"annual_anom_pdo",1.11368343473139,"annual","physical","basin"
1908,"annual_anom_npgo",NA,"annual","physical","basin"
1908,"annual_anom_sst_arc",-0.742221053462109,"annual","physical","basin"
1908,"seal_anom",NA,"annual","predator","sog"
1908,"nrkw_anom",NA,"annual","predator","basin"
1908,"srkw_anom",NA,"annual","predator","sog"
1908,"rkw_anom",NA,"annual","predator","basin"
1908,"bi_anom",NA,"annual","physical","basin"
1908,"fish_diet_anom",NA,"annual","diet","wcvi"
1908,"boreal_anom",NA,"annual","diet","wcvi"
1908,"south_anom",NA,"annual","diet","wcvi"
1908,"zp_env_anom",NA,"annual","diet","sog"
1908,"fish_env_anom",NA,"annual","diet","sog"
1908,"cci_anom",NA,"seasonal","diet","ca_current"
1909,"prime_anom_pdo",-0.40811036474934,"seasonal","physical","basin"
1909,"prime_anom_npgo",NA,"seasonal","physical","basin"
1909,"prime_anom_sst_arc",-0.685640720196758,"seasonal","physical","basin"
1909,"annual_anom_pdo",-0.721110319543701,"annual","physical","basin"
1909,"annual_anom_npgo",NA,"annual","physical","basin"
1909,"annual_anom_sst_arc",-0.87597433642549,"annual","physical","basin"
1909,"seal_anom",NA,"annual","predator","sog"
1909,"nrkw_anom",NA,"annual","predator","basin"
1909,"srkw_anom",NA,"annual","predator","sog"
1909,"rkw_anom",NA,"annual","predator","basin"
1909,"bi_anom",NA,"annual","physical","basin"
1909,"fish_diet_anom",NA,"annual","diet","wcvi"
1909,"boreal_anom",NA,"annual","diet","wcvi"
1909,"south_anom",NA,"annual","diet","wcvi"
1909,"zp_env_anom",NA,"annual","diet","sog"
1909,"fish_env_anom",NA,"annual","diet","sog"
1909,"cci_anom",NA,"seasonal","diet","ca_current"
1910,"prime_anom_pdo",-1.25774572326584,"seasonal","physical","basin"
1910,"prime_anom_npgo",NA,"seasonal","physical","basin"
1910,"prime_anom_sst_arc",-1.10987882676402,"seasonal","physical","basin"
1910,"annual_anom_pdo",-0.847318676051641,"annual","physical","basin"
1910,"annual_anom_npgo",NA,"annual","physical","basin"
1910,"annual_anom_sst_arc",-1.1002943117892,"annual","physical","basin"
1910,"seal_anom",NA,"annual","predator","sog"
1910,"nrkw_anom",NA,"annual","predator","basin"
1910,"srkw_anom",NA,"annual","predator","sog"
1910,"rkw_anom",NA,"annual","predator","basin"
1910,"bi_anom",NA,"annual","physical","basin"
1910,"fish_diet_anom",NA,"annual","diet","wcvi"
1910,"boreal_anom",NA,"annual","diet","wcvi"
1910,"south_anom",NA,"annual","diet","wcvi"
1910,"zp_env_anom",NA,"annual","diet","sog"
1910,"fish_env_anom",NA,"annual","diet","sog"
1910,"cci_anom",NA,"seasonal","diet","ca_current"
1911,"prime_anom_pdo",-0.781343040097658,"seasonal","physical","basin"
1911,"prime_anom_npgo",NA,"seasonal","physical","basin"
1911,"prime_anom_sst_arc",-0.855261316288593,"seasonal","physical","basin"
1911,"annual_anom_pdo",-0.6192951747978,"annual","physical","basin"
1911,"annual_anom_npgo",NA,"annual","physical","basin"
1911,"annual_anom_sst_arc",-0.822682592746406,"annual","physical","basin"
1911,"seal_anom",NA,"annual","predator","sog"
1911,"nrkw_anom",NA,"annual","predator","basin"
1911,"srkw_anom",NA,"annual","predator","sog"
1911,"rkw_anom",NA,"annual","predator","basin"
1911,"bi_anom",NA,"annual","physical","basin"
1911,"fish_diet_anom",NA,"annual","diet","wcvi"
1911,"boreal_anom",NA,"annual","diet","wcvi"
1911,"south_anom",NA,"annual","diet","wcvi"
1911,"zp_env_anom",NA,"annual","diet","sog"
1911,"fish_env_anom",NA,"annual","diet","sog"
1911,"cci_anom",NA,"seasonal","diet","ca_current"
1912,"prime_anom_pdo",0.226081742143331,"seasonal","physical","basin"
1912,"prime_anom_npgo",NA,"seasonal","physical","basin"
1912,"prime_anom_sst_arc",-0.047125183094037,"seasonal","physical","basin"
1912,"annual_anom_pdo",0.395674549387904,"annual","physical","basin"
1912,"annual_anom_npgo",NA,"annual","physical","basin"
1912,"annual_anom_sst_arc",-0.402379281605966,"annual","physical","basin"
1912,"seal_anom",NA,"annual","predator","sog"
