Time,SLP1,SST1,SSTarc,SATarc
1997.541667,1.0983,2.534403895,1.2195,0.98224
1997.625,1.1715,2.762194233,1.3264,1.4524
1997.708333,1.5222,2.619883453,1.2985,1.7352
1997.791667,0.61337,1.757925196,0.77991,-0.17404
1997.875,1.0704,2.035516115,0.93107,1.1475
1997.958333,-0.20479,1.369183182,0.66415,0.49223
1998.041667,2.3461,1.458130568,0.63896,0.40725
1998.125,1.2712,1.519054106,0.64543,1.188
1998.208333,1.2168,2.042328733,0.75347,1.342
1998.291667,-1.422,0.933633431,0.34721,0.38409
1998.375,-1.4586,0.167010451,0.24011,-0.081457
1998.458333,-1.3425,0.022614446,0.10318,0.098354
1998.541667,-0.18616,0.109845315,0.13225,0.66886
1998.625,-1.2442,0.509112505,0.29549,0.39778
1998.708333,0.38525,-0.51863814,-0.19074,0.20685
1998.791667,-0.90385,-0.583207801,-0.16427,-0.029201
1998.875,-0.30629,0.084578025,0.039075,0.19636
1998.958333,-1.9312,-0.636174337,-0.30933,-0.45956
1999.041667,-0.63425,-0.095609489,-0.10625,0.38428
1999.125,-1.2741,-0.639889676,-0.32641,-0.96048
1999.208333,-0.43651,-1.051039817,-0.45288,-0.54228
1999.291667,-1.2393,-1.49142088,-0.65496,-0.38469
1999.375,-0.46552,-1.612679681,-0.86256,-0.56138
1999.458333,0.046424,-1.614143687,-0.85978,-0.22696
1999.541667,-0.97167,-1.493889859,-0.72391,-0.2229
1999.625,0.23001,-0.892482802,-0.35045,0.11296
1999.708333,-0.31,-1.33035608,-0.60322,-0.24585
1999.791667,-0.64443,-1.264594998,-0.50663,-0.35735
1999.875,-0.49948,-1.171818273,-0.42759,0.4038
1999.958333,-1.0813,-1.222909711,-0.41397,-0.16071
2000.041667,-1.2015,-1.011797984,-0.33019,-0.49575
2000.125,0.078869,-0.751284733,-0.19502,1.4174
2000.208333,0.11548,-0.58070903,-0.20354,0.90177
2000.291667,-0.34423,-0.20444332,-0.035127,0.74053
2000.375,0.51729,0.167376701,0.10484,0.58065
2000.458333,0.79287,0.45500447,0.2548,0.65099
2000.541667,-0.38488,0.495074403,0.27278,0.23001
2000.625,-0.24076,0.391643482,0.16253,0.23337
2000.708333,0.56451,0.551752308,0.24529,0.21733
2000.791667,-0.38654,0.126831027,0.021757,-0.048833
2000.875,-0.29833,-0.677739137,-0.36376,0.49767
2000.958333,0.69815,0.18776326,0.064773,1.5545
2001.041667,-0.19861,0.424420399,0.11746,1.6294
2001.125,-0.49019,0.079051597,-0.01449,0.36492
2001.208333,0.11344,-0.059834809,-0.09314,0.99026
2001.291667,-0.91265,-0.366327004,-0.22705,0.034698
2001.375,0.19923,-0.144771333,-0.11691,0.39626
2001.458333,0.089842,-0.109551315,-0.0526,0.51911
2001.541667,0.0014542,-0.022296966,-0.056427,-0.044572
2001.625,-0.15546,-0.093591692,-0.002192,0.52245
2001.708333,0.49671,-0.383669888,-0.12287,0.31034
2001.791667,-0.58607,-0.277227301,-0.061147,-0.34389
2001.875,1.4783,-0.298659901,-0.045557,0.21792
2001.958333,0.25038,-0.52443921,-0.18417,-0.18815
2002.041667,-0.52223,-0.31822105,-0.072066,0.86756
2002.125,-1.228,-0.788133074,-0.26559,0.4479
2002.208333,-0.35543,-0.605120049,-0.2299,-0.48306
2002.291667,0.93862,0.045512098,-0.02964,-0.014179
2002.375,0.65805,0.291748895,0.0020208,0.20996
2002.458333,1.0961,0.339016202,0.006537,0.75904
2002.541667,0.65701,0.325627416,0.090576,0.50822
2002.625,1.161,0.350770786,0.14312,0.29799
2002.708333,0.61972,0.404966748,0.16207,0.48874
2002.791667,1.4415,0.637525785,0.20647,0.43888
2002.875,1.9032,1.023847301,0.44203,1.5316
2002.958333,0.33762,1.579706112,0.67031,0.99872
2003.041667,1.9078,0.985740948,0.44781,2.3168
2003.125,0.69701,1.261365691,0.53905,1.5584
2003.208333,1.3472,1.466234783,0.57793,1.0406
2003.291667,0.22925,0.750900469,0.28151,0.56467
2003.375,0.30976,0.822621002,0.34289,0.60627
2003.458333,1.5789,0.723858404,0.38342,0.92054
2003.541667,0.52257,1.194569527,0.63336,1.1575
2003.625,0.20266,1.431362356,0.68359,0.91771
2003.708333,1.4955,1.177247389,0.56967,0.73011
2003.791667,1.6567,1.401895467,0.57612,1.4707
2003.875,-1.0932,1.031083001,0.4224,-0.28185
2003.958333,0.45997,0.390950575,0.20609,0.48536
2004.041667,1.1762,0.493867356,0.2301,0.17643
2004.125,0.73512,0.452419397,0.19498,1.4957
2004.208333,-0.22112,0.965149872,0.36046,1.4544
2004.291667,0.85098,1.321081469,0.5225,1.4225
2004.375,0.87997,2.010393669,0.88605,1.6954
2004.458333,0.2671,1.514827033,0.6352,1.3163
2004.541667,2.2093,2.157221332,0.99425,1.3323
2004.625,1.9329,2.158478885,1.0382,1.3351
2004.708333,-0.058383,1.648160639,0.84928,0.55206
2004.791667,0.69204,1.275771659,0.57142,0.52249
2004.875,-0.82073,0.504375448,0.16949,0.37011
2004.958333,0.27518,0.323657563,0.08651,0.88878
2005.041667,1.7074,0.895332468,0.34567,1.0143
2005.125,0.25839,1.280350902,0.44427,0.92501
2005.208333,1.2016,1.691095882,0.62676,1.6752
2005.291667,0.35623,1.4228604,0.53448,0.85382
2005.375,2.4626,2.405016666,1.052,1.8527
2005.458333,0.73457,1.767486571,0.79486,0.92015
2005.541667,0.88243,1.42698708,0.71575,1.2986
2005.625,1.8821,1.336133171,0.71344,0.9018
2005.708333,-1.3325,0.885452092,0.40637,0.26768
2005.791667,-0.24868,-0.015536424,-0.030204,0.36055
2005.875,0.22926,0.086108678,0.032402,-0.34863
2005.958333,2.041,0.923840235,0.33625,1.1373
2006.041667,-0.68114,0.940995467,0.37342,0.45651
2006.125,-0.80417,0.555377969,0.23661,0.45965
2006.208333,0.4842,0.01328807,0.025573,-0.54811
2006.291667,-0.02428,-0.249927464,0.01774,-0.098617
2006.375,0.62104,-0.343336663,-0.045454,0.42615
2006.458333,0.71068,0.560272317,0.30505,1.0143
2006.541667,1.3093,0.839413259,0.35736,1.1352
2006.625,0.43627,0.280167579,0.076017,-0.0043406
2006.708333,0.52689,0.136260144,-0.031278,0.40485
2006.791667,0.92602,0.808494091,0.27041,0.25973
2006.875,1.1962,0.806906972,0.23131,-0.60584
2006.958333,-0.53479,0.185320474,-0.055169,0.72575
2007.041667,-0.85751,-0.361588905,-0.2761,0.056753
2007.125,-0.020916,-0.186905505,-0.21696,0.36269
2007.208333,0.69128,-0.433244729,-0.26357,-0.18757
2007.291667,1.0797,-0.085067432,-0.15625,0.6836
2007.375,0.26801,-0.097732552,-0.19987,0.48249
2007.458333,-0.011288,0.339144976,0.0082056,0.4052
2007.541667,2.1099,0.66460994,0.29238,1.0615
2007.625,0.87951,0.787438973,0.38404,0.99355
2007.708333,-0.70448,0.58425378,0.29207,0.5477
2007.791667,-0.87013,-0.759979416,-0.27512,-0.06543
2007.875,0.78752,-0.626013998,-0.30269,0.71881
2007.958333,-1.2273,-0.612920157,-0.33524,-0.030038
2008.041667,-0.7411,-0.990290483,-0.4781,-0.40572
2008.125,-0.31623,-1.244205998,-0.57447,-0.19703
2008.208333,-0.92023,-0.869709175,-0.46528,0.4595
2008.291667,-0.84036,-1.146700346,-0.56102,-0.39921
2008.375,0.78754,-0.960597199,-0.57895,0.35578
2008.458333,-0.46778,-0.595390138,-0.45885,-0.1209
2008.541667,1.4007,0.122661405,-0.060194,0.0053498
2008.625,1.5103,-0.347794743,-0.24582,0.46007
2008.708333,0.82815,-0.571871959,-0.38911,0.30608
2008.791667,-1.1462,-0.292786718,-0.20957,-0.40378
2008.875,-0.24095,-0.40539813,-0.26177,0.61695
2008.958333,-0.41403,-0.417017659,-0.25998,-0.85413
2009.041667,-0.63243,-0.650323905,-0.39493,-0.067302
2009.125,-1.5875,-0.702578103,-0.38107,-0.52054
2009.208333,-1.0025,-1.071101922,-0.50945,-0.80971
2009.291667,-0.19112,-1.085151163,-0.50781,-0.4377
2009.375,1.2593,0.109182257,-0.080565,0.62323
2009.458333,1.8909,1.103444289,0.49077,0.66901
2009.541667,1.7664,0.853065278,0.36263,0.81993
2009.625,1.1606,0.641717029,0.27784,0.47001
2009.708333,0.68322,0.370640794,0.16739,0.89246
2009.791667,2.0353,0.382703871,0.085584,0.39877
2009.875,-0.71021,-0.1254125,-0.19272,-0.02146
2009.958333,2.0583,0.059362968,-0.040275,-0.39872
2010.041667,2.6846,0.847837392,0.29976,1.9401
2010.125,1.2642,0.670871833,0.29133,1.3574
2010.208333,-0.64342,0.080554205,0.067962,0.24843
2010.291667,-0.45263,-0.081953548,-0.0058488,-0.12871
2010.375,-0.56489,-0.13994047,-0.11106,-0.010585
2010.458333,-1.6072,-0.502510994,-0.27792,0.028809
2010.541667,-0.2694,-0.894059222,-0.45879,-0.26932
2010.625,-0.64647,-0.989733408,-0.47413,-0.044881
2010.708333,0.63177,-0.539458894,-0.20763,0.53715
2010.791667,-0.67265,-0.552165886,-0.21943,0.37061
2010.875,-0.62199,-0.684631254,-0.32852,-0.019445
2010.958333,0.973,-0.440560593,-0.1837,0.11233
2011.041667,0.73134,-0.404423008,-0.12202,0.90468
2011.125,-0.97663,-0.19330189,-0.10955,-0.50509
2011.208333,0.35588,-0.304646213,-0.1705,0.47673
2011.291667,0.01265,-0.001142687,-0.069579,-0.007568
2011.375,-0.58039,-0.122417248,-0.15566,-0.079
2011.458333,-0.4091,-0.616516413,-0.36409,-0.16512
2011.541667,0.093136,-0.887792458,-0.432,-0.0061072
2011.625,0.65858,-0.849619608,-0.43513,0.11256
2011.708333,-0.0072007,-0.692007007,-0.42562,0.59925
2011.791667,-0.41804,-0.319698357,-0.18666,0.44726
2011.875,-1.366,-0.980220669,-0.42697,-1.155
2011.958333,-1.6497,-1.117750647,-0.50023,0.37993
2012.041667,-0.21573,-0.752337499,-0.33893,-1.0686
2012.125,-0.4946,-0.477679602,-0.21815,0.82438
2012.208333,-0.45899,-1.194151055,-0.50591,-1.0068
2012.291667,0.52969,-0.41762711,-0.11069,0.5386
2012.375,-0.49747,-1.004556512,-0.45162,-0.052875
2012.458333,0.22876,-1.0700523,-0.521,-0.25632
2012.541667,-0.23768,-1.018099514,-0.49338,-0.31733
2012.625,0.61515,-1.018503291,-0.54772,0.34094
2012.708333,-0.84868,-1.021935423,-0.54986,-0.13577
2012.791667,1.8112,-0.390429394,-0.29943,0.11824
2012.875,0.84847,-0.189025634,-0.20473,0.090531
2012.958333,0.17961,-0.179329092,-0.082542,-0.057658
