Stock Country,stock_code,run_year,brood_year,method,cwt_rel_total,rel_total,Age,Cohort Size BNM,Cohort Size ANM,AK W/S T,AK JNO T,AK JNI T,AK JLO T,AK JLI T,AK FALL T,TAK TERM T,NORTH T,CENTRL T,WCVI F/W T,WCVI SPR T,WCVI SUM T,N FALCON T,S FALCON T,TOR TERM T,GEO ST T,ALASKA N,NORTH N,TNBC TERM N,CENTRL N,TCBC TERM N,TWCVI TERM N,WCVI N,GEO ST N,PGSDN N,TPGSDN TERM N,US JF N,PGSDO N,TPGSDO TERM N,WA CST N,TCOL R N,TAK TERM N,TBR TERM N,TNORTH FN,TCENTRAL FN,TGEO ST FN,TFRAS FN,TPS FN,TWAC FN,JNST N,BC JF N,FRASER N,TFRASER TERM N,ALASKA S,CBC S,TCBC TERM S,NBC AABM S,NBC ISBM S,TNBC TERM S,WCVI AABM S,WCVI ISBM S,TWCVI TERM S,N FALCON S,TNF TERM S,S FALCON S,TSF TERM S,PGSDN S,TPGSDN TERM S,PGSDO S,TPGSDO TERM S,JNST S,TJNST TERM S,GEO ST S,TGEO ST TERM S,BC JF S,TBC JF TERM S,TCOL R S,TAK TERM S,TBR TERM S,TNORTH FS,TCENTRAL FS,TWCVI FS,TFRASER FS,TGS FS,TPS FS,TSF TERM FS,TCAN TBR N,CA ESC STRAY,US ESC STRAY,ESCAPE,AEQ Rate,Mat Rate,Youngest Age,Stock MinAge,Stock NAges,CompleteBrYr,LastBrRY,ProdExpFactor,Esc_exp,Decade_BY,Decade_CY,LatestRY,Preterm CA,Preterm US,Term CA,Term US,Ocean Mortality,True Terminal Mortality,Preterm Ocean Net,Total Terminal Mortality,Mature Term Run,TotEst,CohSurvival,ER_PreTerminal,Survival_fromFisheries,MRE_Preterm_annual_est,AEQ_Preterm,TermMort_exp,MRE_Preterm_annual_exp,AEQ_Preterm_exp,Terminal Survival,Marine Survival
CA,ATN,1991,1988,CALENDAR YEAR METHOD,159255,1980353,3,2313.8,1619.66,0.8,0.2,2.3,1.7,0.4,0,0,1,0.3,0,0,0.3,0,0,0,0,0,0,0,0,40.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0.7575,0.0575,N,2,4,Y,1993,12.43510722,609.3202537,80s,90s,2020,1.6,5.4,43.7,0,7,43.7,0,43.7,92.7,99.7,0.061556129,0.004321895,0.995678105,0.4025,5.3025,543.4141854,5.005130655,65.93715602,0.528586839,0.0145289
CA,ATN,1990,1988,CALENDAR YEAR METHOD,159255,1980353,2,3875.3,2325.18,0.3,0.5,0.2,2.3,0.3,0,0,0,0.4,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5305,0.0004,Y,2,4,Y,1993,12.43510722,12.43510722,80s,90s,2020,0.4,10.1,0,0,10.5,0,0,0,1,11.5,0.004945854,0.004515779,0.995484221,0.0042,5.57025,0,0.05222745,69.26665598,1,0.02433393
CA,ATN,1994,1989,CALENDAR YEAR METHOD,147726,2076013,5,831,747.9,62.5,0,1,6.7,0,0,0,10.3,6.1,0,0,0,0,0,0,0,0,0,0,0,114.6,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4.3,0,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0,0,0,0,0,480,1,1,N,2,4,Y,1994,14.05313215,6745.503432,80s,90s,2020,45.3,70.2,152.4,0,115.5,152.4,0,152.4,632.4,747.9,1,0.154432411,0.845567589,115.5,115.5,2141.69734,1623.136763,1623.136763,0.759013283,0.005625279
CA,ATN,1993,1989,CALENDAR YEAR METHOD,147726,2076013,4,1602,1281.6,12.3,0,0,8.7,0,15.2,0,41.7,4.4,0,0,0.1,0,0,0,0,0,0,0,0,49.2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4.3,6.4,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0,0,0,0,0,0,0,0,273,0.93,0.2995,N,2,4,Y,1994,14.05313215,3836.505077,80s,90s,2020,59.1,36.2,82.3,0,95.3,82.3,0,82.3,355.3,450.6,0.35159176,0.074360175,0.925639825,28.54235,88.629,1156.572776,401.1094164,1245.515049,0.768364762,0.010844401
CA,ATN,1992,1989,CALENDAR YEAR METHOD,147726,2076013,3,2417.7,1692.39,4.4,0.2,0.5,0.9,0.7,2.4,0,7,4.2,0,0,0.2,0,0,0,0,0,0,0,0,41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.7539,0.0387,N,2,4,Y,1994,14.05313215,323.2220395,80s,90s,2020,14.6,11.2,41.5,0,25.8,41.5,0,41.5,64.5,90.3,0.053356496,0.015244713,0.984755287,0.99846,19.45062,583.2049842,14.03149033,273.3421333,0.356589147,0.01636611
CA,ATN,1991,1989,CALENDAR YEAR METHOD,147726,2076013,2,4049.5,2429.7,1,0.2,3.1,2.2,0.5,0,0,1.3,0.6,0,0,0.5,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5279,0.0004,Y,2,4,Y,1994,14.05313215,0,80s,90s,2020,3.9,7,1,0,10.9,1,0,1,1,11.9,0.004897724,0.004486151,0.995513849,0.00436,5.75411,14.05313215,0.061271656,80.86326824,0,0.027412236
CA,ATN,1995,1990,CALENDAR YEAR METHOD,137198,2164677,5,1100.7,990.63,15.1,0,0,12.8,0,0,0,4.4,0,0,0,0,0,0,0,0,0,2.5,0,0,108.7,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,12.4,0,0,35.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,0,0,0,0,0,0,0,0,713,1,1,N,2,4,Y,1995,15.77775915,11249.54227,90s,90s,2020,40.3,40.3,196.9,0,80.6,194.4,2.5,196.9,909.9,990.5,0.99986877,0.081362365,0.918637635,80.6,80.6,3106.640777,1271.687388,1271.687388,0.783602594,0.008022712
CA,ATN,1994,1990,CALENDAR YEAR METHOD,137198,2164677,4,2068.6,1654.88,11.3,0,0,15.6,2.3,5.3,0,6.3,22.9,0,0,0,0,0,0,0,0,0,0,0,60.3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4.2,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,407,0.9304,0.3035,N,2,4,Y,1995,15.77775915,6421.547974,90s,90s,2020,35.6,38.7,72.6,0,74.3,72.6,0,72.6,479.6,553.9,0.334707048,0.044897515,0.955102485,22.55005,69.12872,1145.465314,355.7892577,1090.696295,0.848623853,0.015077479
CA,ATN,1993,1990,CALENDAR YEAR METHOD,137198,2164677,3,3153.6,2207.52,6.7,0,0,1.3,0,3.1,0,9.7,1.4,0,0,0.4,0,0,0,0,4.4,0,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,88,0.7569,0.0492,N,2,4,Y,1995,15.77775915,1388.442805,90s,90s,2020,11.5,20.2,19,0,31.7,19,0,19,107,138.7,0.062830688,0.014360006,0.985639994,1.55964,23.99373,299.7774239,24.60762428,378.5672931,0.822429907,0.022985758
CA,ATN,1992,1990,CALENDAR YEAR METHOD,137198,2164677,2,5318.3,3190.98,7.5,0.4,0.9,1.4,1.2,4,0,3.1,7.6,0,0,0.4,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,2.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0.5308,0.0021,Y,2,4,Y,1995,15.77775915,0,90s,90s,2020,15.1,15.4,6.7,0,30.5,6.7,0,6.7,6.7,37.2,0.011657861,0.009558192,0.990441808,0.06405,16.1894,105.7109863,1.010565474,255.432454,0,0.038763685
CA,ATN,1996,1991,CALENDAR YEAR METHOD,201136,1838487,5,1722.4,1550.16,23.2,2,0,18.3,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,150.9,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,10.4,16,0,9.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.9,0,0,0,0,0,0,0,0,1152,1,1,N,2,4,Y,1996,9.140516864,10529.87543,90s,90s,2020,27.4,53.9,316.8,0,81.3,316.8,0,316.8,1468.8,1550.1,0.999961294,0.052446199,0.947553801,81.3,81.3,2895.715743,743.1240211,743.1240211,0.784313725,0.00856336
